tile_id,image_id,row,col,tissue_fraction,label,label_source
Small_intestine_ABCD3_Female_56_1499__r2c7.jpg,Small_intestine_ABCD3_Female_56_1499.jpg,2,7,0.0001,no,auto
Small_intestine_ABCD3_Female_56_1499__r3c0.jpg,Small_intestine_ABCD3_Female_56_1499.jpg,3,0,0.0005,no,auto
Small_intestine_ABCD3_Female_56_1499__r3c7.jpg,Small_intestine_ABCD3_Female_56_1499.jpg,3,7,0.0000,no,auto
Small_intestine_ABCD3_Female_56_1499__r4c0.jpg,Small_intestine_ABCD3_Female_56_1499.jpg,4,0,0.0423,no,auto
Small_intestine_ABCD3_Female_56_1499__r4c7.jpg,Small_intestine_ABCD3_Female_56_1499.jpg,4,7,0.0000,no,auto
Small_intestine_ABCD3_Female_56_1499__r5c0.jpg,Small_intestine_ABCD3_Female_56_1499.jpg,5,0,0.0000,no,auto
Small_intestine_ABCD3_Female_56_1499__r5c7.jpg,Small_intestine_ABCD3_Female_56_1499.jpg,5,7,0.0000,no,auto
Small_intestine_ABCD3_Female_56_1499__r6c0.jpg,Small_intestine_ABCD3_Female_56_1499.jpg,6,0,0.0000,no,auto
Small_intestine_ABCD3_Female_56_1499__r6c6.jpg,Small_intestine_ABCD3_Female_56_1499.jpg,6,6,0.0199,no,auto
Small_intestine_ABCD3_Female_56_1499__r6c7.jpg,Small_intestine_ABCD3_Female_56_1499.jpg,6,7,0.0000,no,auto
Small_intestine_ABCD3_Female_56_1499__r7c0.jpg,Small_intestine_ABCD3_Female_56_1499.jpg,7,0,0.0000,no,auto
Small_intestine_ABCD3_Female_56_1499__r7c1.jpg,Small_intestine_ABCD3_Female_56_1499.jpg,7,1,0.0000,no,auto
Small_intestine_ABCD3_Female_56_1499__r7c2.jpg,Small_intestine_ABCD3_Female_56_1499.jpg,7,2,0.0085,no,auto
Small_intestine_ABCD3_Female_56_1499__r7c3.jpg,Small_intestine_ABCD3_Female_56_1499.jpg,7,3,0.0466,no,auto
Small_intestine_ABCD3_Female_56_1499__r7c5.jpg,Small_intestine_ABCD3_Female_56_1499.jpg,7,5,0.0042,no,auto
Small_intestine_ABCD3_Female_56_1499__r7c6.jpg,Small_intestine_ABCD3_Female_56_1499.jpg,7,6,0.0003,no,auto
Small_intestine_ABCD3_Female_56_1499__r7c7.jpg,Small_intestine_ABCD3_Female_56_1499.jpg,7,7,0.0000,no,auto
"Small_intestine,_NOS_ANKRD37_Female_71_3004__r0c0.jpg","Small_intestine,_NOS_ANKRD37_Female_71_3004.jpg",0,0,0.0001,no,auto
"Small_intestine,_NOS_ANKRD37_Female_71_3004__r0c1.jpg","Small_intestine,_NOS_ANKRD37_Female_71_3004.jpg",0,1,0.0000,no,auto
"Small_intestine,_NOS_ANKRD37_Female_71_3004__r0c6.jpg","Small_intestine,_NOS_ANKRD37_Female_71_3004.jpg",0,6,0.0000,no,auto
"Small_intestine,_NOS_ANKRD37_Female_71_3004__r0c7.jpg","Small_intestine,_NOS_ANKRD37_Female_71_3004.jpg",0,7,0.0000,no,auto
"Small_intestine,_NOS_ANKRD37_Female_71_3004__r1c0.jpg","Small_intestine,_NOS_ANKRD37_Female_71_3004.jpg",1,0,0.0000,no,auto
"Small_intestine,_NOS_ANKRD37_Female_71_3004__r1c7.jpg","Small_intestine,_NOS_ANKRD37_Female_71_3004.jpg",1,7,0.0001,no,auto
"Small_intestine,_NOS_ANKRD37_Female_71_3004__r2c7.jpg","Small_intestine,_NOS_ANKRD37_Female_71_3004.jpg",2,7,0.0126,no,auto
"Small_intestine,_NOS_ANKRD37_Female_71_3004__r6c0.jpg","Small_intestine,_NOS_ANKRD37_Female_71_3004.jpg",6,0,0.0013,no,auto
"Small_intestine,_NOS_ANKRD37_Female_71_3004__r6c7.jpg","Small_intestine,_NOS_ANKRD37_Female_71_3004.jpg",6,7,0.0335,no,auto
"Small_intestine,_NOS_ANKRD37_Female_71_3004__r7c0.jpg","Small_intestine,_NOS_ANKRD37_Female_71_3004.jpg",7,0,0.0000,no,auto
"Small_intestine,_NOS_ANKRD37_Female_71_3004__r7c1.jpg","Small_intestine,_NOS_ANKRD37_Female_71_3004.jpg",7,1,0.0003,no,auto
"Small_intestine,_NOS_ANKRD37_Female_71_3004__r7c7.jpg","Small_intestine,_NOS_ANKRD37_Female_71_3004.jpg",7,7,0.0004,no,auto
Duodenum_API5_Male_54_2562__r0c0.jpg,Duodenum_API5_Male_54_2562.jpg,0,0,0.0000,no,auto
Duodenum_API5_Male_54_2562__r0c1.jpg,Duodenum_API5_Male_54_2562.jpg,0,1,0.0000,no,auto
Duodenum_API5_Male_54_2562__r0c2.jpg,Duodenum_API5_Male_54_2562.jpg,0,2,0.0130,no,auto
Duodenum_API5_Male_54_2562__r0c6.jpg,Duodenum_API5_Male_54_2562.jpg,0,6,0.0001,no,auto
Duodenum_API5_Male_54_2562__r0c7.jpg,Duodenum_API5_Male_54_2562.jpg,0,7,0.0000,no,auto
Duodenum_API5_Male_54_2562__r1c0.jpg,Duodenum_API5_Male_54_2562.jpg,1,0,0.0000,no,auto
Duodenum_API5_Male_54_2562__r1c1.jpg,Duodenum_API5_Male_54_2562.jpg,1,1,0.0145,no,auto
Duodenum_API5_Male_54_2562__r1c7.jpg,Duodenum_API5_Male_54_2562.jpg,1,7,0.0000,no,auto
Duodenum_API5_Male_54_2562__r2c0.jpg,Duodenum_API5_Male_54_2562.jpg,2,0,0.0000,no,auto
Duodenum_API5_Male_54_2562__r3c0.jpg,Duodenum_API5_Male_54_2562.jpg,3,0,0.0000,no,auto
Duodenum_API5_Male_54_2562__r4c0.jpg,Duodenum_API5_Male_54_2562.jpg,4,0,0.0000,no,auto
Duodenum_API5_Male_54_2562__r5c0.jpg,Duodenum_API5_Male_54_2562.jpg,5,0,0.0000,no,auto
Duodenum_API5_Male_54_2562__r6c0.jpg,Duodenum_API5_Male_54_2562.jpg,6,0,0.0005,no,auto
Duodenum_API5_Male_54_2562__r6c7.jpg,Duodenum_API5_Male_54_2562.jpg,6,7,0.0004,no,auto
Duodenum_API5_Male_54_2562__r7c0.jpg,Duodenum_API5_Male_54_2562.jpg,7,0,0.0000,no,auto
Duodenum_API5_Male_54_2562__r7c1.jpg,Duodenum_API5_Male_54_2562.jpg,7,1,0.0000,no,auto
Duodenum_API5_Male_54_2562__r7c6.jpg,Duodenum_API5_Male_54_2562.jpg,7,6,0.0002,no,auto
Duodenum_API5_Male_54_2562__r7c7.jpg,Duodenum_API5_Male_54_2562.jpg,7,7,0.0000,no,auto
Duodenum_DHRS1_Male_73_64__r0c0.jpg,Duodenum_DHRS1_Male_73_64.jpg,0,0,0.0000,no,auto
Duodenum_DHRS1_Male_73_64__r0c1.jpg,Duodenum_DHRS1_Male_73_64.jpg,0,1,0.0000,no,auto
Duodenum_DHRS1_Male_73_64__r0c2.jpg,Duodenum_DHRS1_Male_73_64.jpg,0,2,0.0000,no,auto
Duodenum_DHRS1_Male_73_64__r0c3.jpg,Duodenum_DHRS1_Male_73_64.jpg,0,3,0.0001,no,auto
Duodenum_DHRS1_Male_73_64__r0c4.jpg,Duodenum_DHRS1_Male_73_64.jpg,0,4,0.0000,no,auto
Duodenum_DHRS1_Male_73_64__r0c5.jpg,Duodenum_DHRS1_Male_73_64.jpg,0,5,0.0000,no,auto
Duodenum_DHRS1_Male_73_64__r0c6.jpg,Duodenum_DHRS1_Male_73_64.jpg,0,6,0.0000,no,auto
Duodenum_DHRS1_Male_73_64__r0c7.jpg,Duodenum_DHRS1_Male_73_64.jpg,0,7,0.0000,no,auto
Duodenum_DHRS1_Male_73_64__r1c0.jpg,Duodenum_DHRS1_Male_73_64.jpg,1,0,0.0002,no,auto
Duodenum_DHRS1_Male_73_64__r1c1.jpg,Duodenum_DHRS1_Male_73_64.jpg,1,1,0.0000,no,auto
Duodenum_DHRS1_Male_73_64__r1c2.jpg,Duodenum_DHRS1_Male_73_64.jpg,1,2,0.0000,no,auto
Duodenum_DHRS1_Male_73_64__r1c3.jpg,Duodenum_DHRS1_Male_73_64.jpg,1,3,0.0016,no,auto
Duodenum_DHRS1_Male_73_64__r1c4.jpg,Duodenum_DHRS1_Male_73_64.jpg,1,4,0.0021,no,auto
Duodenum_DHRS1_Male_73_64__r1c5.jpg,Duodenum_DHRS1_Male_73_64.jpg,1,5,0.0000,no,auto
Duodenum_DHRS1_Male_73_64__r1c6.jpg,Duodenum_DHRS1_Male_73_64.jpg,1,6,0.0000,no,auto
Duodenum_DHRS1_Male_73_64__r1c7.jpg,Duodenum_DHRS1_Male_73_64.jpg,1,7,0.0000,no,auto
Duodenum_DHRS1_Male_73_64__r2c0.jpg,Duodenum_DHRS1_Male_73_64.jpg,2,0,0.0000,no,auto
Duodenum_DHRS1_Male_73_64__r2c1.jpg,Duodenum_DHRS1_Male_73_64.jpg,2,1,0.0000,no,auto
Duodenum_DHRS1_Male_73_64__r2c6.jpg,Duodenum_DHRS1_Male_73_64.jpg,2,6,0.0111,no,auto
Duodenum_DHRS1_Male_73_64__r2c7.jpg,Duodenum_DHRS1_Male_73_64.jpg,2,7,0.0009,no,auto
Duodenum_DHRS1_Male_73_64__r3c0.jpg,Duodenum_DHRS1_Male_73_64.jpg,3,0,0.0003,no,auto
Duodenum_DHRS1_Male_73_64__r3c1.jpg,Duodenum_DHRS1_Male_73_64.jpg,3,1,0.0320,no,auto
Duodenum_DHRS1_Male_73_64__r3c7.jpg,Duodenum_DHRS1_Male_73_64.jpg,3,7,0.0002,no,auto
Duodenum_DHRS1_Male_73_64__r4c0.jpg,Duodenum_DHRS1_Male_73_64.jpg,4,0,0.0000,no,auto
Duodenum_DHRS1_Male_73_64__r4c7.jpg,Duodenum_DHRS1_Male_73_64.jpg,4,7,0.0001,no,auto
Duodenum_DHRS1_Male_73_64__r5c0.jpg,Duodenum_DHRS1_Male_73_64.jpg,5,0,0.0000,no,auto
Duodenum_DHRS1_Male_73_64__r5c1.jpg,Duodenum_DHRS1_Male_73_64.jpg,5,1,0.0403,no,auto
Duodenum_DHRS1_Male_73_64__r5c6.jpg,Duodenum_DHRS1_Male_73_64.jpg,5,6,0.0007,no,auto
Duodenum_DHRS1_Male_73_64__r5c7.jpg,Duodenum_DHRS1_Male_73_64.jpg,5,7,0.0000,no,auto
Duodenum_DHRS1_Male_73_64__r6c0.jpg,Duodenum_DHRS1_Male_73_64.jpg,6,0,0.0001,no,auto
Duodenum_DHRS1_Male_73_64__r6c1.jpg,Duodenum_DHRS1_Male_73_64.jpg,6,1,0.0000,no,auto
Duodenum_DHRS1_Male_73_64__r6c5.jpg,Duodenum_DHRS1_Male_73_64.jpg,6,5,0.0017,no,auto
Duodenum_DHRS1_Male_73_64__r6c6.jpg,Duodenum_DHRS1_Male_73_64.jpg,6,6,0.0003,no,auto
Duodenum_DHRS1_Male_73_64__r6c7.jpg,Duodenum_DHRS1_Male_73_64.jpg,6,7,0.0002,no,auto
Duodenum_DHRS1_Male_73_64__r7c0.jpg,Duodenum_DHRS1_Male_73_64.jpg,7,0,0.0004,no,auto
Duodenum_DHRS1_Male_73_64__r7c1.jpg,Duodenum_DHRS1_Male_73_64.jpg,7,1,0.0002,no,auto
Duodenum_DHRS1_Male_73_64__r7c2.jpg,Duodenum_DHRS1_Male_73_64.jpg,7,2,0.0002,no,auto
Duodenum_DHRS1_Male_73_64__r7c3.jpg,Duodenum_DHRS1_Male_73_64.jpg,7,3,0.0002,no,auto
Duodenum_DHRS1_Male_73_64__r7c4.jpg,Duodenum_DHRS1_Male_73_64.jpg,7,4,0.0008,no,auto
Duodenum_DHRS1_Male_73_64__r7c5.jpg,Duodenum_DHRS1_Male_73_64.jpg,7,5,0.0001,no,auto
Duodenum_DHRS1_Male_73_64__r7c6.jpg,Duodenum_DHRS1_Male_73_64.jpg,7,6,0.0000,no,auto
Duodenum_DHRS1_Male_73_64__r7c7.jpg,Duodenum_DHRS1_Male_73_64.jpg,7,7,0.0009,no,auto
Duodenum_CKAP4_Male_79_2650__r0c0.jpg,Duodenum_CKAP4_Male_79_2650.jpg,0,0,0.0003,no,auto
Duodenum_CKAP4_Male_79_2650__r0c1.jpg,Duodenum_CKAP4_Male_79_2650.jpg,0,1,0.0000,no,auto
Duodenum_CKAP4_Male_79_2650__r0c2.jpg,Duodenum_CKAP4_Male_79_2650.jpg,0,2,0.0004,no,auto
Duodenum_CKAP4_Male_79_2650__r0c3.jpg,Duodenum_CKAP4_Male_79_2650.jpg,0,3,0.0040,no,auto
Duodenum_CKAP4_Male_79_2650__r0c6.jpg,Duodenum_CKAP4_Male_79_2650.jpg,0,6,0.0006,no,auto
Duodenum_CKAP4_Male_79_2650__r0c7.jpg,Duodenum_CKAP4_Male_79_2650.jpg,0,7,0.0006,no,auto
Duodenum_CKAP4_Male_79_2650__r1c0.jpg,Duodenum_CKAP4_Male_79_2650.jpg,1,0,0.0002,no,auto
Duodenum_CKAP4_Male_79_2650__r1c1.jpg,Duodenum_CKAP4_Male_79_2650.jpg,1,1,0.0002,no,auto
Duodenum_CKAP4_Male_79_2650__r1c7.jpg,Duodenum_CKAP4_Male_79_2650.jpg,1,7,0.0014,no,auto
Duodenum_CKAP4_Male_79_2650__r2c0.jpg,Duodenum_CKAP4_Male_79_2650.jpg,2,0,0.0002,no,auto
Duodenum_CKAP4_Male_79_2650__r2c7.jpg,Duodenum_CKAP4_Male_79_2650.jpg,2,7,0.0199,no,auto
Duodenum_CKAP4_Male_79_2650__r3c0.jpg,Duodenum_CKAP4_Male_79_2650.jpg,3,0,0.0236,no,auto
Duodenum_CKAP4_Male_79_2650__r4c0.jpg,Duodenum_CKAP4_Male_79_2650.jpg,4,0,0.0009,no,auto
Duodenum_CKAP4_Male_79_2650__r4c7.jpg,Duodenum_CKAP4_Male_79_2650.jpg,4,7,0.0021,no,auto
Duodenum_CKAP4_Male_79_2650__r5c0.jpg,Duodenum_CKAP4_Male_79_2650.jpg,5,0,0.0001,no,auto
Duodenum_CKAP4_Male_79_2650__r5c7.jpg,Duodenum_CKAP4_Male_79_2650.jpg,5,7,0.0026,no,auto
Duodenum_CKAP4_Male_79_2650__r6c0.jpg,Duodenum_CKAP4_Male_79_2650.jpg,6,0,0.0006,no,auto
Duodenum_CKAP4_Male_79_2650__r6c1.jpg,Duodenum_CKAP4_Male_79_2650.jpg,6,1,0.0020,no,auto
Duodenum_CKAP4_Male_79_2650__r6c5.jpg,Duodenum_CKAP4_Male_79_2650.jpg,6,5,0.0332,no,auto
Duodenum_CKAP4_Male_79_2650__r6c6.jpg,Duodenum_CKAP4_Male_79_2650.jpg,6,6,0.0013,no,auto
Duodenum_CKAP4_Male_79_2650__r6c7.jpg,Duodenum_CKAP4_Male_79_2650.jpg,6,7,0.0007,no,auto
Duodenum_CKAP4_Male_79_2650__r7c0.jpg,Duodenum_CKAP4_Male_79_2650.jpg,7,0,0.0006,no,auto
Duodenum_CKAP4_Male_79_2650__r7c1.jpg,Duodenum_CKAP4_Male_79_2650.jpg,7,1,0.0015,no,auto
Duodenum_CKAP4_Male_79_2650__r7c2.jpg,Duodenum_CKAP4_Male_79_2650.jpg,7,2,0.0039,no,auto
Duodenum_CKAP4_Male_79_2650__r7c3.jpg,Duodenum_CKAP4_Male_79_2650.jpg,7,3,0.0028,no,auto
Duodenum_CKAP4_Male_79_2650__r7c4.jpg,Duodenum_CKAP4_Male_79_2650.jpg,7,4,0.0024,no,auto
Duodenum_CKAP4_Male_79_2650__r7c5.jpg,Duodenum_CKAP4_Male_79_2650.jpg,7,5,0.0010,no,auto
