image_id,fold,row,col,contribution,attention
Duodenum_ABCA9_Male_55_1920.jpg,1,5,0,-0.000004,0.000003
Duodenum_ABCA9_Male_55_1920.jpg,1,5,1,0.0071,0.008152
Duodenum_ABCA9_Male_55_1920.jpg,1,5,2,0.126475,0.034876
Duodenum_ABCA9_Male_55_1920.jpg,1,5,3,0.004177,0.002898
Duodenum_ABCA9_Male_55_1920.jpg,1,5,4,0.02006,0.008131
Duodenum_ABCA9_Male_55_1920.jpg,1,5,5,0.007286,0.003201
Duodenum_ABCA9_Male_55_1920.jpg,1,5,6,0.002318,0.001217
Duodenum_ABCA9_Male_55_1920.jpg,1,5,7,-0.000045,0.000016
Duodenum_ABCA9_Male_55_1920.jpg,1,6,0,-0.000006,0.000002
Duodenum_ABCA9_Male_55_1920.jpg,1,6,1,0.000011,0.000026
Duodenum_ABCA9_Male_55_1920.jpg,1,6,2,0.000038,0.000384
Duodenum_ABCA9_Male_55_1920.jpg,1,6,3,0.017337,0.005863
Duodenum_ABCA9_Male_55_1920.jpg,1,6,4,0.010829,0.0038
Duodenum_ABCA9_Male_55_1920.jpg,1,6,5,0.001843,0.003518
Duodenum_ABCA9_Male_55_1920.jpg,1,6,6,0.000673,0.002925
Duodenum_ABCA9_Male_55_1920.jpg,1,6,7,-0.000007,0.000002
Duodenum_ABCA9_Male_55_1920.jpg,1,7,0,-0.000008,0.000003
Duodenum_ABCA9_Male_55_1920.jpg,1,7,1,-0.000007,0.000002
Duodenum_ABCA9_Male_55_1920.jpg,1,7,2,-0.000019,0.000007
Duodenum_ABCA9_Male_55_1920.jpg,1,7,3,0.000104,0.000245
Duodenum_ABCA9_Male_55_1920.jpg,1,7,4,-0.000206,0.000166
Duodenum_ABCA9_Male_55_1920.jpg,1,7,5,-0.00002,0.000009
Duodenum_ABCA9_Male_55_1920.jpg,1,7,6,-0.000008,0.000002
Duodenum_ABCA9_Male_55_1920.jpg,1,7,7,-0.000006,0.000002
Duodenum_ACAP2_Male_55_1920.jpg,1,0,0,-0.00022,0.000064
Duodenum_ACAP2_Male_55_1920.jpg,1,0,1,-0.000161,0.000043
Duodenum_ACAP2_Male_55_1920.jpg,1,0,2,-0.000189,0.000046
Duodenum_ACAP2_Male_55_1920.jpg,1,0,3,-0.000726,0.000171
Duodenum_ACAP2_Male_55_1920.jpg,1,0,4,-0.001192,0.000224
Duodenum_ACAP2_Male_55_1920.jpg,1,0,5,-0.000799,0.000171
Duodenum_ACAP2_Male_55_1920.jpg,1,0,6,-0.000191,0.000054
Duodenum_ACAP2_Male_55_1920.jpg,1,0,7,-0.000157,0.000033
Duodenum_ACAP2_Male_55_1920.jpg,1,1,0,-0.000197,0.000052
Duodenum_ACAP2_Male_55_1920.jpg,1,1,1,-0.000215,0.000055
Duodenum_ACAP2_Male_55_1920.jpg,1,1,2,-0.006592,0.001219
Duodenum_ACAP2_Male_55_1920.jpg,1,1,3,-0.117,0.023559
Duodenum_ACAP2_Male_55_1920.jpg,1,1,4,-0.078605,0.015285
Duodenum_ACAP2_Male_55_1920.jpg,1,1,5,-0.468033,0.108572
Duodenum_ACAP2_Male_55_1920.jpg,1,1,6,-0.001653,0.000347
Duodenum_ACAP2_Male_55_1920.jpg,1,1,7,-0.000118,0.000028
Duodenum_ACAP2_Male_55_1920.jpg,1,2,0,-0.000194,0.000055
Duodenum_ACAP2_Male_55_1920.jpg,1,2,1,-0.000481,0.00015
Duodenum_ACAP2_Male_55_1920.jpg,1,2,2,-0.585115,0.096735
Duodenum_ACAP2_Male_55_1920.jpg,1,2,3,-0.096567,0.018167
Duodenum_ACAP2_Male_55_1920.jpg,1,2,4,-0.084456,0.017668
Duodenum_ACAP2_Male_55_1920.jpg,1,2,5,-0.646456,0.128982
Duodenum_ACAP2_Male_55_1920.jpg,1,2,6,-0.147086,0.029891
Duodenum_ACAP2_Male_55_1920.jpg,1,2,7,-0.00018,0.000042
Duodenum_ACAP2_Male_55_1920.jpg,1,3,0,-0.00014,0.000033
Duodenum_ACAP2_Male_55_1920.jpg,1,3,1,-0.033197,0.007078
Duodenum_ACAP2_Male_55_1920.jpg,1,3,2,-0.050845,0.010653
Duodenum_ACAP2_Male_55_1920.jpg,1,3,3,-0.082015,0.020954
Duodenum_ACAP2_Male_55_1920.jpg,1,3,4,-0.033862,0.005502
Duodenum_ACAP2_Male_55_1920.jpg,1,3,5,-0.046995,0.015087
Duodenum_ACAP2_Male_55_1920.jpg,1,3,6,-0.383423,0.086326
Duodenum_ACAP2_Male_55_1920.jpg,1,3,7,-0.000926,0.000421
Duodenum_ACAP2_Male_55_1920.jpg,1,4,0,-0.000163,0.000037
Duodenum_ACAP2_Male_55_1920.jpg,1,4,1,-0.093283,0.016426
Duodenum_ACAP2_Male_55_1920.jpg,1,4,2,-0.057152,0.021227
Duodenum_ACAP2_Male_55_1920.jpg,1,4,3,-0.153976,0.053312
Duodenum_ACAP2_Male_55_1920.jpg,1,4,4,-0.175169,0.085486
Duodenum_ACAP2_Male_55_1920.jpg,1,4,5,0.016409,0.112996
Duodenum_ACAP2_Male_55_1920.jpg,1,4,6,0.01859,0.009604
Duodenum_ACAP2_Male_55_1920.jpg,1,4,7,0.002491,0.000998
Duodenum_ACAP2_Male_55_1920.jpg,1,5,0,-0.000209,0.00006
Duodenum_ACAP2_Male_55_1920.jpg,1,5,1,0.008013,0.011669
Duodenum_ACAP2_Male_55_1920.jpg,1,5,2,0.048902,0.007344
Duodenum_ACAP2_Male_55_1920.jpg,1,5,3,0.110903,0.008547
Duodenum_ACAP2_Male_55_1920.jpg,1,5,4,0.110351,0.009178
Duodenum_ACAP2_Male_55_1920.jpg,1,5,5,0.133119,0.004576
Duodenum_ACAP2_Male_55_1920.jpg,1,5,6,0.1211,0.007042
Duodenum_ACAP2_Male_55_1920.jpg,1,5,7,-0.00034,0.0001
Duodenum_ACAP2_Male_55_1920.jpg,1,6,0,-0.000258,0.000069
Duodenum_ACAP2_Male_55_1920.jpg,1,6,1,-0.000263,0.000263
Duodenum_ACAP2_Male_55_1920.jpg,1,6,2,0.10826,0.012291
Duodenum_ACAP2_Male_55_1920.jpg,1,6,3,0.155294,0.017501
Duodenum_ACAP2_Male_55_1920.jpg,1,6,4,0.180769,0.021635
Duodenum_ACAP2_Male_55_1920.jpg,1,6,5,0.089028,0.009552
Duodenum_ACAP2_Male_55_1920.jpg,1,6,6,0.000748,0.00093
Duodenum_ACAP2_Male_55_1920.jpg,1,6,7,-0.000225,0.000066
Duodenum_ACAP2_Male_55_1920.jpg,1,7,0,-0.000192,0.000045
Duodenum_ACAP2_Male_55_1920.jpg,1,7,1,-0.000214,0.000058
Duodenum_ACAP2_Male_55_1920.jpg,1,7,2,-0.000245,0.000065
Duodenum_ACAP2_Male_55_1920.jpg,1,7,3,-0.001433,0.000423
Duodenum_ACAP2_Male_55_1920.jpg,1,7,4,-0.00031,0.000635
Duodenum_ACAP2_Male_55_1920.jpg,1,7,5,-0.00027,0.000085
Duodenum_ACAP2_Male_55_1920.jpg,1,7,6,-0.000162,0.000044
Duodenum_ACAP2_Male_55_1920.jpg,1,7,7,-0.000234,0.000068
Duodenum_ACTBL2_Male_55_1920.jpg,1,0,0,0,0
Duodenum_ACTBL2_Male_55_1920.jpg,1,0,1,0,0
Duodenum_ACTBL2_Male_55_1920.jpg,1,0,2,0,0
Duodenum_ACTBL2_Male_55_1920.jpg,1,0,3,0,0
Duodenum_ACTBL2_Male_55_1920.jpg,1,0,4,0,0
Duodenum_ACTBL2_Male_55_1920.jpg,1,0,5,0,0
Duodenum_ACTBL2_Male_55_1920.jpg,1,0,6,0,0
Duodenum_ACTBL2_Male_55_1920.jpg,1,0,7,0,0
Duodenum_ACTBL2_Male_55_1920.jpg,1,1,0,0,0
Duodenum_ACTBL2_Male_55_1920.jpg,1,1,1,0,0
Duodenum_ACTBL2_Male_55_1920.jpg,1,1,2,0,0
Duodenum_ACTBL2_Male_55_1920.jpg,1,1,3,-0.000001,0.000001
Duodenum_ACTBL2_Male_55_1920.jpg,1,1,4,-0.000002,0.000002
Duodenum_ACTBL2_Male_55_1920.jpg,1,1,5,-0.000001,0
Duodenum_ACTBL2_Male_55_1920.jpg,1,1,6,0,0
Duodenum_ACTBL2_Male_55_1920.jpg,1,1,7,0,0
Duodenum_ACTBL2_Male_55_1920.jpg,1,2,0,0,0
Duodenum_ACTBL2_Male_55_1920.jpg,1,2,1,-0.000002,0.000001
Duodenum_ACTBL2_Male_55_1920.jpg,1,2,2,-0.000144,0.000064
Duodenum_ACTBL2_Male_55_1920.jpg,1,2,3,0.02764,0.009902
Duodenum_ACTBL2_Male_55_1920.jpg,1,2,4,0.000381,0.000455
Duodenum_ACTBL2_Male_55_1920.jpg,1,2,5,-0.000001,0
Duodenum_ACTBL2_Male_55_1920.jpg,1,2,6,-0.000022,0.000007
Duodenum_ACTBL2_Male_55_1920.jpg,1,2,7,0,0
Duodenum_ACTBL2_Male_55_1920.jpg,1,3,0,0,0
Duodenum_ACTBL2_Male_55_1920.jpg,1,3,1,0.298901,0.065893
Duodenum_ACTBL2_Male_55_1920.jpg,1,3,2,0.000264,0.000704
Duodenum_ACTBL2_Male_55_1920.jpg,1,3,3,-0.000001,0
Duodenum_ACTBL2_Male_55_1920.jpg,1,3,4,0.029721,0.008847
Duodenum_ACTBL2_Male_55_1920.jpg,1,3,5,0.354484,0.073078
Duodenum_ACTBL2_Male_55_1920.jpg,1,3,6,0.012428,0.007615
Duodenum_ACTBL2_Male_55_1920.jpg,1,3,7,-0.000002,0.000002
Duodenum_ACTBL2_Male_55_1920.jpg,1,4,0,-0.000001,0.000001
Duodenum_ACTBL2_Male_55_1920.jpg,1,4,1,0.33107,0.072586
Duodenum_ACTBL2_Male_55_1920.jpg,1,4,2,0.323379,0.095789
Duodenum_ACTBL2_Male_55_1920.jpg,1,4,3,0.355899,0.078604
Duodenum_ACTBL2_Male_55_1920.jpg,1,4,4,0.507343,0.118598
Duodenum_ACTBL2_Male_55_1920.jpg,1,4,5,0.174753,0.038486
Duodenum_ACTBL2_Male_55_1920.jpg,1,4,6,0.420804,0.083191
Duodenum_ACTBL2_Male_55_1920.jpg,1,4,7,0,0.000003
Duodenum_ACTBL2_Male_55_1920.jpg,1,5,0,0,0
Duodenum_ACTBL2_Male_55_1920.jpg,1,5,1,0.000247,0.0002
Duodenum_ACTBL2_Male_55_1920.jpg,1,5,2,0.255029,0.054648
Duodenum_ACTBL2_Male_55_1920.jpg,1,5,3,0.202626,0.055926
Duodenum_ACTBL2_Male_55_1920.jpg,1,5,4,0.54192,0.1049
Duodenum_ACTBL2_Male_55_1920.jpg,1,5,5,0.1706,0.042903
Duodenum_ACTBL2_Male_55_1920.jpg,1,5,6,0.003402,0.00157
Duodenum_ACTBL2_Male_55_1920.jpg,1,5,7,0,0
Duodenum_ACTBL2_Male_55_1920.jpg,1,6,0,0,0
Duodenum_ACTBL2_Male_55_1920.jpg,1,6,1,-0.000001,0.000001
Duodenum_ACTBL2_Male_55_1920.jpg,1,6,2,0.063057,0.022105
Duodenum_ACTBL2_Male_55_1920.jpg,1,6,3,0.046867,0.026471
Duodenum_ACTBL2_Male_55_1920.jpg,1,6,4,0.071515,0.030239
Duodenum_ACTBL2_Male_55_1920.jpg,1,6,5,0.00459,0.007206
Duodenum_ACTBL2_Male_55_1920.jpg,1,6,6,-0.000002,0.000001
Duodenum_ACTBL2_Male_55_1920.jpg,1,6,7,0,0
Duodenum_ACTBL2_Male_55_1920.jpg,1,7,0,0,0
Duodenum_ACTBL2_Male_55_1920.jpg,1,7,1,0,0
Duodenum_ACTBL2_Male_55_1920.jpg,1,7,2,0,0
Duodenum_ACTBL2_Male_55_1920.jpg,1,7,3,-0.000001,0
Duodenum_ACTBL2_Male_55_1920.jpg,1,7,4,-0.000001,0
Duodenum_ACTBL2_Male_55_1920.jpg,1,7,5,0,0
Duodenum_ACTBL2_Male_55_1920.jpg,1,7,6,0,0
Duodenum_ACTBL2_Male_55_1920.jpg,1,7,7,0,0
Duodenum_ACTC1_Male_55_1920.jpg,1,0,0,-0.000002,0.000001
Duodenum_ACTC1_Male_55_1920.jpg,1,0,1,-0.000002,0
Duodenum_ACTC1_Male_55_1920.jpg,1,0,2,-0.000002,0
Duodenum_ACTC1_Male_55_1920.jpg,1,0,3,-0.000011,0.000016
Duodenum_ACTC1_Male_55_1920.jpg,1,0,4,-0.000075,0.000182
Duodenum_ACTC1_Male_55_1920.jpg,1,0,5,-0.000004,0.000002
Duodenum_ACTC1_Male_55_1920.jpg,1,0,6,-0.000004,0.000002
Duodenum_ACTC1_Male_55_1920.jpg,1,0,7,-0.000002,0.000001
Duodenum_ACTC1_Male_55_1920.jpg,1,1,0,-0.000001,0
Duodenum_ACTC1_Male_55_1920.jpg,1,1,1,-0.000001,0.000008
Duodenum_ACTC1_Male_55_1920.jpg,1,1,2,0.003413,0.001797
Duodenum_ACTC1_Male_55_1920.jpg,1,1,3,0.055852,0.013705
Duodenum_ACTC1_Male_55_1920.jpg,1,1,4,0.024359,0.008946
Duodenum_ACTC1_Male_55_1920.jpg,1,1,5,0.007579,0.003587
Duodenum_ACTC1_Male_55_1920.jpg,1,1,6,0.00015,0.000319
Duodenum_ACTC1_Male_55_1920.jpg,1,1,7,-0.000002,0
Duodenum_ACTC1_Male_55_1920.jpg,1,2,0,0.000189,0.000123
Duodenum_ACTC1_Male_55_1920.jpg,1,2,1,0.345304,0.070762
Duodenum_ACTC1_Male_55_1920.jpg,1,2,2,0.000805,0.000427
Duodenum_ACTC1_Male_55_1920.jpg,1,2,3,0.033967,0.01962
Duodenum_ACTC1_Male_55_1920.jpg,1,2,4,0.014968,0.008518
Duodenum_ACTC1_Male_55_1920.jpg,1,2,5,0.28768,0.111328
Duodenum_ACTC1_Male_55_1920.jpg,1,2,6,0.000195,0.000607
Duodenum_ACTC1_Male_55_1920.jpg,1,2,7,-0.000008,0.000005
Duodenum_ACTC1_Male_55_1920.jpg,1,3,0,0.00005,0.000123
Duodenum_ACTC1_Male_55_1920.jpg,1,3,1,0.722378,0.18219
Duodenum_ACTC1_Male_55_1920.jpg,1,3,2,0.052183,0.015012
Duodenum_ACTC1_Male_55_1920.jpg,1,3,3,0.022329,0.008689
Duodenum_ACTC1_Male_55_1920.jpg,1,3,4,0.343993,0.083347
Duodenum_ACTC1_Male_55_1920.jpg,1,3,5,0.05618,0.02283
Duodenum_ACTC1_Male_55_1920.jpg,1,3,6,0.060717,0.018185
Duodenum_ACTC1_Male_55_1920.jpg,1,3,7,-0.000053,0.000047
Duodenum_ACTC1_Male_55_1920.jpg,1,4,0,0.000006,0.000016
Duodenum_ACTC1_Male_55_1920.jpg,1,4,1,0.069642,0.024147
Duodenum_ACTC1_Male_55_1920.jpg,1,4,2,0.008655,0.005287
Duodenum_ACTC1_Male_55_1920.jpg,1,4,3,0.093453,0.048608
Duodenum_ACTC1_Male_55_1920.jpg,1,4,4,0.015716,0.008379
Duodenum_ACTC1_Male_55_1920.jpg,1,4,5,0.039354,0.020986
Duodenum_ACTC1_Male_55_1920.jpg,1,4,6,0.009818,0.009656
Duodenum_ACTC1_Male_55_1920.jpg,1,4,7,0.001065,0.000581
Duodenum_ACTC1_Male_55_1920.jpg,1,5,0,0,0.000005
Duodenum_ACTC1_Male_55_1920.jpg,1,5,1,0.246082,0.045182
Duodenum_ACTC1_Male_55_1920.jpg,1,5,2,1.036925,0.209649
Duodenum_ACTC1_Male_55_1920.jpg,1,5,3,0.022011,0.011457
Duodenum_ACTC1_Male_55_1920.jpg,1,5,4,0.005879,0.002439
Duodenum_ACTC1_Male_55_1920.jpg,1,5,5,0.016235,0.005598
Duodenum_ACTC1_Male_55_1920.jpg,1,5,6,-0.000144,0.000588
Duodenum_ACTC1_Male_55_1920.jpg,1,5,7,-0.000013,0.000009
Duodenum_ACTC1_Male_55_1920.jpg,1,6,0,-0.000002,0.000001
Duodenum_ACTC1_Male_55_1920.jpg,1,6,1,0.000078,0.000041
Duodenum_ACTC1_Male_55_1920.jpg,1,6,2,0.002476,0.002744
Duodenum_ACTC1_Male_55_1920.jpg,1,6,3,0.012448,0.004133
Duodenum_ACTC1_Male_55_1920.jpg,1,6,4,0.072249,0.023855
Duodenum_ACTC1_Male_55_1920.jpg,1,6,5,0.018411,0.006031
Duodenum_ACTC1_Male_55_1920.jpg,1,6,6,0.000047,0.000131
Duodenum_ACTC1_Male_55_1920.jpg,1,6,7,-0.000003,0.000001
Duodenum_ACTC1_Male_55_1920.jpg,1,7,0,-0.000003,0.000001
Duodenum_ACTC1_Male_55_1920.jpg,1,7,1,-0.000002,0.000001
Duodenum_ACTC1_Male_55_1920.jpg,1,7,2,0.000006,0.000024
Duodenum_ACTC1_Male_55_1920.jpg,1,7,3,0.000035,0.000028
Duodenum_ACTC1_Male_55_1920.jpg,1,7,4,0.000038,0.000038
Duodenum_ACTC1_Male_55_1920.jpg,1,7,5,-0.000004,0.000002
Duodenum_ACTC1_Male_55_1920.jpg,1,7,6,-0.000004,0.000002
Duodenum_ACTC1_Male_55_1920.jpg,1,7,7,-0.000004,0.000002
Duodenum_ACVR2A_Male_55_1920.jpg,1,0,0,-0.000013,0.000003
Duodenum_ACVR2A_Male_55_1920.jpg,1,0,1,-0.00001,0.000002
Duodenum_ACVR2A_Male_55_1920.jpg,1,0,2,-0.000019,0.000005
Duodenum_ACVR2A_Male_55_1920.jpg,1,0,3,-0.000112,0.000077
Duodenum_ACVR2A_Male_55_1920.jpg,1,0,4,-0.000019,0.000031
Duodenum_ACVR2A_Male_55_1920.jpg,1,0,5,-0.000013,0.000003
Duodenum_ACVR2A_Male_55_1920.jpg,1,0,6,-0.000013,0.000004
Duodenum_ACVR2A_Male_55_1920.jpg,1,0,7,-0.00001,0.000003
Duodenum_ACVR2A_Male_55_1920.jpg,1,1,0,-0.000023,0.000006
Duodenum_ACVR2A_Male_55_1920.jpg,1,1,1,-0.000032,0.000011
Duodenum_ACVR2A_Male_55_1920.jpg,1,1,2,-0.001011,0.003165
Duodenum_ACVR2A_Male_55_1920.jpg,1,1,3,0.002342,0.000596
Duodenum_ACVR2A_Male_55_1920.jpg,1,1,4,0.003584,0.00041
Duodenum_ACVR2A_Male_55_1920.jpg,1,1,5,-0.000042,0.000014
Duodenum_ACVR2A_Male_55_1920.jpg,1,1,6,-0.000007,0.000002
Duodenum_ACVR2A_Male_55_1920.jpg,1,1,7,-0.000013,0.000003
Duodenum_ACVR2A_Male_55_1920.jpg,1,2,0,-0.000011,0.000002
Duodenum_ACVR2A_Male_55_1920.jpg,1,2,1,-0.000094,0.001407
Duodenum_ACVR2A_Male_55_1920.jpg,1,2,2,0.121051,0.032555
Duodenum_ACVR2A_Male_55_1920.jpg,1,2,3,0.003308,0.000617
Duodenum_ACVR2A_Male_55_1920.jpg,1,2,4,0.000762,0.00012
Duodenum_ACVR2A_Male_55_1920.jpg,1,2,5,-0.000247,0.000133
Duodenum_ACVR2A_Male_55_1920.jpg,1,2,6,0.000622,0.000098
Duodenum_ACVR2A_Male_55_1920.jpg,1,2,7,-0.000013,0.000004
Duodenum_ACVR2A_Male_55_1920.jpg,1,3,0,-0.000034,0.000013
Duodenum_ACVR2A_Male_55_1920.jpg,1,3,1,0.825021,0.365344
Duodenum_ACVR2A_Male_55_1920.jpg,1,3,2,0.562717,0.136853
Duodenum_ACVR2A_Male_55_1920.jpg,1,3,3,0.003326,0.000584
Duodenum_ACVR2A_Male_55_1920.jpg,1,3,4,0.000781,0.000212
Duodenum_ACVR2A_Male_55_1920.jpg,1,3,5,0.000294,0.00009
Duodenum_ACVR2A_Male_55_1920.jpg,1,3,6,0.007244,0.000337
Duodenum_ACVR2A_Male_55_1920.jpg,1,3,7,-0.000012,0.000003
Duodenum_ACVR2A_Male_55_1920.jpg,1,4,0,-0.000018,0.000005
Duodenum_ACVR2A_Male_55_1920.jpg,1,4,1,0.186872,0.048899
Duodenum_ACVR2A_Male_55_1920.jpg,1,4,2,0.047972,0.012079
Duodenum_ACVR2A_Male_55_1920.jpg,1,4,3,0.011355,0.001895
Duodenum_ACVR2A_Male_55_1920.jpg,1,4,4,0.002303,0.000473
Duodenum_ACVR2A_Male_55_1920.jpg,1,4,5,-0.00004,0.000011
Duodenum_ACVR2A_Male_55_1920.jpg,1,4,6,0.003524,0.000447
Duodenum_ACVR2A_Male_55_1920.jpg,1,4,7,-0.000121,0.000045
Duodenum_ACVR2A_Male_55_1920.jpg,1,5,0,-0.000014,0.000003
Duodenum_ACVR2A_Male_55_1920.jpg,1,5,1,0.013332,0.005902
Duodenum_ACVR2A_Male_55_1920.jpg,1,5,2,1.82853,0.32477
Duodenum_ACVR2A_Male_55_1920.jpg,1,5,3,0.015497,0.002118
Duodenum_ACVR2A_Male_55_1920.jpg,1,5,4,0.007041,0.000669
Duodenum_ACVR2A_Male_55_1920.jpg,1,5,5,-0.000024,0.000006
Duodenum_ACVR2A_Male_55_1920.jpg,1,5,6,0.000845,0.000132
Duodenum_ACVR2A_Male_55_1920.jpg,1,5,7,-0.000009,0.000002
Duodenum_ACVR2A_Male_55_1920.jpg,1,6,0,-0.000016,0.000004
Duodenum_ACVR2A_Male_55_1920.jpg,1,6,1,-0.00002,0.000009
Duodenum_ACVR2A_Male_55_1920.jpg,1,6,2,0.184817,0.059096
Duodenum_ACVR2A_Male_55_1920.jpg,1,6,3,0.001489,0.000287
Duodenum_ACVR2A_Male_55_1920.jpg,1,6,4,0.008909,0.000374
Duodenum_ACVR2A_Male_55_1920.jpg,1,6,5,-0.000032,0.000017
Duodenum_ACVR2A_Male_55_1920.jpg,1,6,6,-0.000031,0.000009
Duodenum_ACVR2A_Male_55_1920.jpg,1,6,7,-0.000011,0.000003
Duodenum_ACVR2A_Male_55_1920.jpg,1,7,0,-0.000015,0.000004
Duodenum_ACVR2A_Male_55_1920.jpg,1,7,1,-0.000008,0.000002
Duodenum_ACVR2A_Male_55_1920.jpg,1,7,2,-0.000011,0.000003
Duodenum_ACVR2A_Male_55_1920.jpg,1,7,3,-0.000013,0.000003
Duodenum_ACVR2A_Male_55_1920.jpg,1,7,4,-0.000048,0.000016
Duodenum_ACVR2A_Male_55_1920.jpg,1,7,5,-0.000015,0.000004
Duodenum_ACVR2A_Male_55_1920.jpg,1,7,6,-0.000011,0.000002
Duodenum_ACVR2A_Male_55_1920.jpg,1,7,7,-0.000015,0.000004
Duodenum_ADAL_Male_55_1920.jpg,1,0,0,-0.000882,0.000271
Duodenum_ADAL_Male_55_1920.jpg,1,0,1,-0.000671,0.000205
Duodenum_ADAL_Male_55_1920.jpg,1,0,2,-0.000371,0.00064
Duodenum_ADAL_Male_55_1920.jpg,1,0,3,0.03688,0.00861
Duodenum_ADAL_Male_55_1920.jpg,1,0,4,0.068308,0.010492
Duodenum_ADAL_Male_55_1920.jpg,1,0,5,-0.006836,0.00299
Duodenum_ADAL_Male_55_1920.jpg,1,0,6,-0.000956,0.000299
Duodenum_ADAL_Male_55_1920.jpg,1,0,7,-0.001059,0.000352
Duodenum_ADAL_Male_55_1920.jpg,1,1,0,-0.000706,0.000202
Duodenum_ADAL_Male_55_1920.jpg,1,1,1,0.09205,0.015534
Duodenum_ADAL_Male_55_1920.jpg,1,1,2,0.453757,0.024234
Duodenum_ADAL_Male_55_1920.jpg,1,1,3,0.328081,0.03404
Duodenum_ADAL_Male_55_1920.jpg,1,1,4,0.571726,0.0339
Duodenum_ADAL_Male_55_1920.jpg,1,1,5,0.676634,0.028586
Duodenum_ADAL_Male_55_1920.jpg,1,1,6,0.013451,0.015544
Duodenum_ADAL_Male_55_1920.jpg,1,1,7,-0.001011,0.000292
Duodenum_ADAL_Male_55_1920.jpg,1,2,0,-0.001139,0.000697
Duodenum_ADAL_Male_55_1920.jpg,1,2,1,0.523518,0.031125
Duodenum_ADAL_Male_55_1920.jpg,1,2,2,0.369253,0.034878
Duodenum_ADAL_Male_55_1920.jpg,1,2,3,0.449372,0.040301
Duodenum_ADAL_Male_55_1920.jpg,1,2,4,0.482279,0.035702
Duodenum_ADAL_Male_55_1920.jpg,1,2,5,0.429737,0.03589
Duodenum_ADAL_Male_55_1920.jpg,1,2,6,0.114063,0.046162
Duodenum_ADAL_Male_55_1920.jpg,1,2,7,-0.002378,0.000599
Duodenum_ADAL_Male_55_1920.jpg,1,3,0,-0.001246,0.000434
Duodenum_ADAL_Male_55_1920.jpg,1,3,1,-0.208971,0.087455
Duodenum_ADAL_Male_55_1920.jpg,1,3,2,-0.005537,0.001425
