image_id,label,reviewer,event_ts
Duodenum_AAGAB_Female_62_3515__r4c5.jpg,yes,expert,2026-08-23T20:21:32.363794
Duodenum_AAGAB_Female_62_3515__r4c6.jpg,yes,expert,2026-08-23T20:21:35.116278
Duodenum_AAGAB_Female_62_3515__r5c1.jpg,no,expert,2026-08-23T20:21:41.907637
Duodenum_AAGAB_Female_62_3515__r5c2.jpg,yes,expert,2026-08-23T20:21:48.048762
Duodenum_AAGAB_Female_62_3515__r5c3.jpg,yes,expert,2026-08-23T20:21:50.335220
Duodenum_AAGAB_Female_62_3515__r5c4.jpg,yes,expert,2026-08-23T20:21:53.216863
Duodenum_AAGAB_Female_62_3515__r5c5.jpg,no,expert,2026-08-23T20:22:03.196812
Duodenum_AAGAB_Female_62_3515__r5c6.jpg,yes,expert,2026-08-23T20:22:21.132211
Duodenum_AAGAB_Female_62_3515__r6c1.jpg,no,expert,2026-08-23T20:22:45.600087
Duodenum_AAGAB_Female_62_3515__r6c2.jpg,yes,expert,2026-08-23T20:22:51.331247
Duodenum_AAGAB_Female_62_3515__r6c3.jpg,yes,expert,2026-08-23T20:22:53.777531
Duodenum_AAGAB_Female_62_3515__r6c4.jpg,yes,expert,2026-08-23T20:23:12.718321
Duodenum_AAGAB_Female_62_3515__r6c5.jpg,yes,expert,2026-08-23T20:23:17.361815
Duodenum_AAGAB_Female_62_3515__r6c6.jpg,yes,expert,2026-08-23T20:23:47.316082
Duodenum_AAGAB_Female_62_3515__r7c2.jpg,no,expert,2026-08-23T20:23:55.127848
Duodenum_AAGAB_Female_62_3515__r7c3.jpg,no,expert,2026-08-23T20:24:02.829626
Duodenum_AAGAB_Female_62_3515__r7c4.jpg,yes,expert,2026-08-23T20:24:05.865992
Duodenum_AAGAB_Female_62_3515__r7c5.jpg,no,expert,2026-08-23T20:24:09.918246
Duodenum_ACSM2B_Male_59_1961__r0c3.jpg,yes,expert,2026-08-23T20:41:38.092921
Duodenum_ACSM2B_Male_59_1961__r0c4.jpg,no,expert,2026-08-23T20:41:41.734114
Duodenum_ACSM2B_Male_59_1961__r1c1.jpg,yes,expert,2026-08-23T20:41:46.143964
Duodenum_ACSM2B_Male_59_1961__r1c2.jpg,no,expert,2026-08-23T20:41:51.647834
Duodenum_ACSM2B_Male_59_1961__r1c3.jpg,yes,expert,2026-08-23T20:41:54.537517
Duodenum_ACSM2B_Male_59_1961__r1c4.jpg,yes,expert,2026-08-23T20:41:58.040284
Duodenum_ACSM2B_Male_59_1961__r1c5.jpg,no,expert,2026-08-23T20:42:40.949624
Duodenum_ACSM2B_Male_59_1961__r1c6.jpg,no,expert,2026-08-23T20:42:43.107572
Duodenum_ACSM2B_Male_59_1961__r2c1.jpg,yes,expert,2026-08-23T20:42:46.173902
Duodenum_ACSM2B_Male_59_1961__r2c2.jpg,yes,expert,2026-08-23T20:42:48.658546
Duodenum_ACSM2B_Male_59_1961__r2c3.jpg,yes,expert,2026-08-23T20:42:51.742750
Duodenum_ACSM2B_Male_59_1961__r2c4.jpg,no,expert,2026-08-23T20:42:59.560437
Duodenum_ACSM2B_Male_59_1961__r2c5.jpg,yes,expert,2026-08-23T20:43:02.577415
Duodenum_ACSM2B_Male_59_1961__r2c6.jpg,no,expert,2026-08-23T20:43:05.461407
Duodenum_ACSM2B_Male_59_1961__r2c7.jpg,yes,expert,2026-08-23T20:43:08.393693
Duodenum_ACSM2B_Male_59_1961__r3c0.jpg,no,expert,2026-08-23T20:43:11.067222
Duodenum_ACSM2B_Male_59_1961__r3c1.jpg,yes,expert,2026-08-23T20:43:15.804990
Duodenum_ACSM2B_Male_59_1961__r3c2.jpg,yes,expert,2026-08-23T20:43:21.837621
Duodenum_ACSM2B_Male_59_1961__r3c3.jpg,yes,expert,2026-08-23T20:43:24.872177
Duodenum_ACSM2B_Male_59_1961__r3c4.jpg,yes,expert,2026-08-23T20:43:27.208758
Duodenum_ACSM2B_Male_59_1961__r3c5.jpg,yes,expert,2026-08-23T20:43:29.873134
Duodenum_ACSM2B_Male_59_1961__r3c6.jpg,no,expert,2026-08-23T20:43:56.178597
Duodenum_ACSM2B_Male_59_1961__r3c7.jpg,no,expert,2026-08-23T20:43:58.629809
Duodenum_ACSM2B_Male_59_1961__r4c0.jpg,no,expert,2026-08-23T20:44:00.673705
Duodenum_ACSM2B_Male_59_1961__r4c1.jpg,yes,expert,2026-08-23T20:44:04.330087
Duodenum_ACSM2B_Male_59_1961__r4c2.jpg,no,expert,2026-08-23T20:44:09.125905
Duodenum_ACSM2B_Male_59_1961__r4c3.jpg,no,expert,2026-08-23T20:44:12.776152
Duodenum_ACSM2B_Male_59_1961__r4c4.jpg,yes,expert,2026-08-23T20:44:17.045544
Duodenum_ACSM2B_Male_59_1961__r4c5.jpg,yes,expert,2026-08-23T20:44:23.463372
Duodenum_ACSM2B_Male_59_1961__r4c6.jpg,yes,expert,2026-08-23T20:44:26.541981
Duodenum_ACSM2B_Male_59_1961__r4c7.jpg,yes,expert,2026-08-23T20:44:37.061958
Duodenum_ACSM2B_Male_59_1961__r5c1.jpg,yes,expert,2026-08-23T20:44:42.876759
Duodenum_ACSM2B_Male_59_1961__r5c2.jpg,no,expert,2026-08-23T20:44:54.506292
Duodenum_ACSM2B_Male_59_1961__r5c3.jpg,yes,expert,2026-08-23T20:44:57.224771
Duodenum_ACSM2B_Male_59_1961__r5c4.jpg,yes,expert,2026-08-23T20:45:00.340539
Duodenum_ACSM2B_Male_59_1961__r5c5.jpg,yes,expert,2026-08-23T20:45:04.289922
Duodenum_ACSM2B_Male_59_1961__r5c6.jpg,yes,expert,2026-08-23T20:45:07.743182
Duodenum_ACSM2B_Male_59_1961__r5c7.jpg,yes,expert,2026-08-23T20:45:11.117380
Duodenum_ACSM2B_Male_59_1961__r6c2.jpg,yes,expert,2026-08-23T20:45:41.672866
Duodenum_ACSM2B_Male_59_1961__r6c3.jpg,yes,expert,2026-08-23T20:45:44.430081
Duodenum_ACSM2B_Male_59_1961__r6c4.jpg,yes,expert,2026-08-23T20:45:47.230291
Duodenum_ACSM2B_Male_59_1961__r6c5.jpg,yes,expert,2026-08-23T20:45:49.793272
Duodenum_ACSM2B_Male_59_1961__r6c6.jpg,yes,expert,2026-08-23T20:45:52.624865
Duodenum_ACSM2B_Male_59_1961__r7c3.jpg,no,expert,2026-08-23T20:45:56.425703
Duodenum_ACSM2B_Male_59_1961__r7c4.jpg,no,expert,2026-08-23T20:46:14.969605
Duodenum_ACSM2B_Male_59_1961__r7c5.jpg,no,expert,2026-08-23T20:46:17.522027
Duodenum_ACVR2A_Male_55_1920__r0c3.jpg,no,expert,2026-08-23T18:31:01.190883
Duodenum_ACVR2A_Male_55_1920__r0c4.jpg,yes,expert,2026-08-23T18:31:05.989284
Duodenum_ACVR2A_Male_55_1920__r1c1.jpg,yes,expert,2026-08-23T18:31:16.826005
Duodenum_ACVR2A_Male_55_1920__r1c2.jpg,yes,expert,2026-08-23T18:31:20.377580
Duodenum_ACVR2A_Male_55_1920__r1c3.jpg,yes,expert,2026-08-23T18:31:24.575864
Duodenum_ACVR2A_Male_55_1920__r1c4.jpg,yes,expert,2026-08-23T18:31:26.486657
Duodenum_ACVR2A_Male_55_1920__r2c1.jpg,yes,expert,2026-08-23T18:33:20.460730
Duodenum_ACVR2A_Male_55_1920__r2c2.jpg,yes,expert,2026-08-23T18:35:33.780135
Duodenum_ACVR2A_Male_55_1920__r2c3.jpg,yes,expert,2026-08-23T18:46:07.758906
Duodenum_ACVR2A_Male_55_1920__r2c4.jpg,yes,expert,2026-08-23T18:46:10.938540
Duodenum_ACVR2A_Male_55_1920__r2c5.jpg,yes,expert,2026-08-23T18:46:13.899797
Duodenum_ACVR2A_Male_55_1920__r2c6.jpg,yes,expert,2026-08-23T18:46:17.491869
Duodenum_ACVR2A_Male_55_1920__r3c0.jpg,no,expert,2026-08-23T18:46:21.334124
Duodenum_ACVR2A_Male_55_1920__r3c1.jpg,yes,expert,2026-08-23T18:46:29.153429
Duodenum_ACVR2A_Male_55_1920__r3c2.jpg,yes,expert,2026-08-23T18:46:31.702259
Duodenum_ACVR2A_Male_55_1920__r3c3.jpg,yes,expert,2026-08-23T18:46:35.649756
Duodenum_ACVR2A_Male_55_1920__r3c4.jpg,yes,expert,2026-08-23T18:46:37.687983
Duodenum_ACVR2A_Male_55_1920__r3c5.jpg,yes,expert,2026-08-23T18:46:39.489707
Duodenum_ACVR2A_Male_55_1920__r3c6.jpg,yes,expert,2026-08-23T18:46:42.173000
Duodenum_ACVR2A_Male_55_1920__r4c0.jpg,no,expert,2026-08-23T18:46:45.832473
Duodenum_ACVR2A_Male_55_1920__r4c1.jpg,no,expert,2026-08-23T18:46:54.641443
Duodenum_ACVR2A_Male_55_1920__r4c2.jpg,yes,expert,2026-08-23T18:46:59.021655
Duodenum_ACVR2A_Male_55_1920__r4c3.jpg,no,expert,2026-08-23T18:47:16.161153
Duodenum_ACVR2A_Male_55_1920__r4c4.jpg,yes,expert,2026-08-23T18:47:19.617903
Duodenum_ACVR2A_Male_55_1920__r4c6.jpg,yes,expert,2026-08-23T18:47:22.225110
Duodenum_ACVR2A_Male_55_1920__r4c7.jpg,yes,expert,2026-08-23T18:47:25.072586
Duodenum_ACVR2A_Male_55_1920__r5c1.jpg,yes,expert,2026-08-23T18:47:32.046712
Duodenum_ACVR2A_Male_55_1920__r5c2.jpg,yes,expert,2026-08-23T18:47:47.510625
Duodenum_ACVR2A_Male_55_1920__r5c3.jpg,yes,expert,2026-08-23T18:49:20.387596
Duodenum_ACVR2A_Male_55_1920__r5c4.jpg,yes,expert,2026-08-23T18:49:22.052239
Duodenum_ACVR2A_Male_55_1920__r5c6.jpg,yes,expert,2026-08-23T18:49:25.567700
Duodenum_ACVR2A_Male_55_1920__r6c1.jpg,no,expert,2026-08-23T18:49:28.489814
Duodenum_ACVR2A_Male_55_1920__r6c2.jpg,no,expert,2026-08-23T18:49:54.789665
Duodenum_ACVR2A_Male_55_1920__r6c3.jpg,no,expert,2026-08-23T18:50:06.565722
Duodenum_ACVR2A_Male_55_1920__r6c4.jpg,yes,expert,2026-08-23T18:50:09.454812
Duodenum_ACVR2A_Male_55_1920__r6c5.jpg,no,expert,2026-08-23T18:51:48.226962
Duodenum_ACVR2A_Male_55_1920__r6c6.jpg,no,expert,2026-08-23T18:52:15.036963
Duodenum_ACVR2A_Male_55_1920__r7c3.jpg,yes,expert,2026-08-23T18:52:19.159232
Duodenum_ACVR2A_Male_55_1920__r7c4.jpg,no,expert,2026-08-23T18:52:23.318103
Duodenum_ADH6_Female_67_3479__r0c4.jpg,no,expert,2026-08-23T19:54:24.035597
Duodenum_ADH6_Female_67_3479__r1c2.jpg,yes,expert,2026-08-23T19:54:26.900892
Duodenum_ADH6_Female_67_3479__r1c3.jpg,yes,expert,2026-08-23T19:54:29.669678
Duodenum_ADH6_Female_67_3479__r1c4.jpg,yes,expert,2026-08-23T19:54:31.552184
Duodenum_ADH6_Female_67_3479__r1c5.jpg,no,expert,2026-08-23T19:54:46.586377
Duodenum_ADH6_Female_67_3479__r1c6.jpg,no,expert,2026-08-23T19:54:52.320087
Duodenum_ADH6_Female_67_3479__r2c1.jpg,yes,expert,2026-08-23T19:54:55.599891
Duodenum_ADH6_Female_67_3479__r2c2.jpg,yes,expert,2026-08-23T19:55:03.469317
Duodenum_ADH6_Female_67_3479__r2c3.jpg,yes,expert,2026-08-23T19:55:06.723848
Duodenum_ADH6_Female_67_3479__r2c4.jpg,no,expert,2026-08-23T19:55:11.167451
Duodenum_ADH6_Female_67_3479__r2c5.jpg,yes,expert,2026-08-23T19:55:14.469657
Duodenum_ADH6_Female_67_3479__r2c6.jpg,yes,expert,2026-08-23T19:55:21.720855
Duodenum_ADH6_Female_67_3479__r3c0.jpg,no,expert,2026-08-23T19:55:24.738196
Duodenum_ADH6_Female_67_3479__r3c1.jpg,yes,expert,2026-08-23T19:55:36.155785
Duodenum_ADH6_Female_67_3479__r3c2.jpg,no,expert,2026-08-23T19:55:44.636015
Duodenum_ADH6_Female_67_3479__r3c3.jpg,yes,expert,2026-08-23T19:55:56.453647
Duodenum_ADH6_Female_67_3479__r3c4.jpg,yes,expert,2026-08-23T19:56:08.734217
Duodenum_ADH6_Female_67_3479__r3c5.jpg,no,expert,2026-08-23T19:56:19.619649
Duodenum_ADH6_Female_67_3479__r3c6.jpg,yes,expert,2026-08-23T19:56:28.720616
Duodenum_ADH6_Female_67_3479__r3c7.jpg,no,expert,2026-08-23T19:56:31.653645
Duodenum_ADH6_Female_67_3479__r4c0.jpg,no,expert,2026-08-23T19:56:34.921101
Duodenum_ADH6_Female_67_3479__r4c1.jpg,no,expert,2026-08-23T19:56:45.100003
Duodenum_ADH6_Female_67_3479__r4c2.jpg,yes,expert,2026-08-23T19:56:49.021604
Duodenum_ADH6_Female_67_3479__r4c3.jpg,yes,expert,2026-08-23T19:56:59.834609
Duodenum_ADH6_Female_67_3479__r4c4.jpg,no,expert,2026-08-23T19:57:05.331659
Duodenum_ADH6_Female_67_3479__r4c5.jpg,yes,expert,2026-08-23T19:57:19.420011
Duodenum_ADH6_Female_67_3479__r4c6.jpg,no,expert,2026-08-23T19:57:31.141087
Duodenum_ADH6_Female_67_3479__r4c7.jpg,no,expert,2026-08-23T19:57:36.484822
Duodenum_ADH6_Female_67_3479__r5c1.jpg,yes,expert,2026-08-23T19:57:52.637509
Duodenum_ADH6_Female_67_3479__r5c2.jpg,no,expert,2026-08-23T19:58:02.986550
Duodenum_ADH6_Female_67_3479__r5c3.jpg,yes,expert,2026-08-23T19:58:08.069331
Duodenum_ADH6_Female_67_3479__r5c4.jpg,yes,expert,2026-08-23T19:58:17.252239
Duodenum_ADH6_Female_67_3479__r5c5.jpg,yes,expert,2026-08-23T19:58:25.956207
Duodenum_ADH6_Female_67_3479__r5c6.jpg,no,expert,2026-08-23T19:58:29.219517
Duodenum_ADH6_Female_67_3479__r6c1.jpg,no,expert,2026-08-23T19:58:31.766330
Duodenum_ADH6_Female_67_3479__r6c2.jpg,no,expert,2026-08-23T19:58:35.222099
Duodenum_ADH6_Female_67_3479__r6c3.jpg,no,expert,2026-08-23T19:58:38.358170
Duodenum_ADH6_Female_67_3479__r6c4.jpg,no,expert,2026-08-23T19:58:41.303559
Duodenum_ADH6_Female_67_3479__r6c5.jpg,no,expert,2026-08-23T19:58:43.822409
Duodenum_ADH6_Female_67_3479__r7c3.jpg,no,expert,2026-08-23T19:58:46.720952
Duodenum_ADH6_Female_67_3479__r7c4.jpg,no,expert,2026-08-23T19:58:49.101464
Duodenum_API5_Male_54_2562__r0c3.jpg,no,expert,2026-08-23T19:09:39.649716
Duodenum_API5_Male_54_2562__r0c4.jpg,yes,expert,2026-08-23T19:10:08.932876
Duodenum_API5_Male_54_2562__r0c5.jpg,no,expert,2026-08-23T19:10:12.494052
Duodenum_API5_Male_54_2562__r1c2.jpg,no,expert,2026-08-23T19:10:14.598575
Duodenum_API5_Male_54_2562__r1c3.jpg,no,expert,2026-08-23T19:10:16.286906
Duodenum_API5_Male_54_2562__r1c4.jpg,no,expert,2026-08-23T19:10:17.878377
Duodenum_API5_Male_54_2562__r1c5.jpg,no,expert,2026-08-23T19:10:19.484652
Duodenum_API5_Male_54_2562__r1c6.jpg,no,expert,2026-08-23T19:10:20.908848
Duodenum_API5_Male_54_2562__r2c1.jpg,no,expert,2026-08-23T19:10:22.679431
Duodenum_API5_Male_54_2562__r2c2.jpg,no,expert,2026-08-23T19:10:24.312296
Duodenum_API5_Male_54_2562__r2c3.jpg,no,expert,2026-08-23T19:19:23.721673
Duodenum_API5_Male_54_2562__r2c4.jpg,no,expert,2026-08-23T19:19:36.517618
Duodenum_API5_Male_54_2562__r2c5.jpg,no,expert,2026-08-23T19:19:39.501886
Duodenum_API5_Male_54_2562__r2c6.jpg,yes,expert,2026-08-23T19:19:47.162094
Duodenum_API5_Male_54_2562__r2c7.jpg,no,expert,2026-08-23T19:19:49.806628
Duodenum_API5_Male_54_2562__r3c1.jpg,no,expert,2026-08-23T19:20:10.382713
Duodenum_API5_Male_54_2562__r3c2.jpg,no,expert,2026-08-23T19:20:15.646066
Duodenum_API5_Male_54_2562__r3c3.jpg,no,expert,2026-08-23T19:20:18.583373
Duodenum_API5_Male_54_2562__r3c4.jpg,no,expert,2026-08-23T19:20:20.359665
Duodenum_API5_Male_54_2562__r3c5.jpg,no,expert,2026-08-23T19:20:27.792948
Duodenum_API5_Male_54_2562__r3c6.jpg,no,expert,2026-08-23T19:20:41.141057
Duodenum_API5_Male_54_2562__r3c7.jpg,yes,expert,2026-08-23T19:20:43.880007
Duodenum_API5_Male_54_2562__r4c1.jpg,no,expert,2026-08-23T19:20:46.719030
Duodenum_API5_Male_54_2562__r4c2.jpg,no,expert,2026-08-23T19:20:49.724895
Duodenum_API5_Male_54_2562__r4c3.jpg,no,expert,2026-08-23T19:20:51.509957
Duodenum_API5_Male_54_2562__r4c4.jpg,no,expert,2026-08-23T19:20:52.941853
Duodenum_API5_Male_54_2562__r4c5.jpg,no,expert,2026-08-23T19:21:00.159289
Duodenum_API5_Male_54_2562__r4c6.jpg,no,expert,2026-08-23T19:21:05.108238
Duodenum_API5_Male_54_2562__r4c7.jpg,no,expert,2026-08-23T19:21:09.024214
Duodenum_API5_Male_54_2562__r5c1.jpg,no,expert,2026-08-23T19:21:11.994621
Duodenum_API5_Male_54_2562__r5c2.jpg,no,expert,2026-08-23T19:21:46.334270
Duodenum_API5_Male_54_2562__r5c3.jpg,no,expert,2026-08-23T19:21:47.979700
Duodenum_API5_Male_54_2562__r5c4.jpg,no,expert,2026-08-23T19:21:50.107386
Duodenum_API5_Male_54_2562__r5c5.jpg,no,expert,2026-08-23T19:21:51.964571
Duodenum_API5_Male_54_2562__r5c6.jpg,yes,expert,2026-08-23T19:21:54.233398
Duodenum_API5_Male_54_2562__r5c7.jpg,no,expert,2026-08-23T19:21:57.860805
Duodenum_API5_Male_54_2562__r6c1.jpg,no,expert,2026-08-23T19:27:42.649837
Duodenum_API5_Male_54_2562__r6c2.jpg,no,expert,2026-08-23T19:27:48.546907
Duodenum_API5_Male_54_2562__r6c3.jpg,no,expert,2026-08-23T19:27:51.092889
Duodenum_API5_Male_54_2562__r6c4.jpg,no,expert,2026-08-23T19:27:58.677617
Duodenum_API5_Male_54_2562__r6c5.jpg,no,expert,2026-08-23T19:28:07.643923
Duodenum_API5_Male_54_2562__r6c6.jpg,yes,expert,2026-08-23T19:28:11.976965
Duodenum_API5_Male_54_2562__r7c2.jpg,no,expert,2026-08-23T19:28:16.049826
Duodenum_API5_Male_54_2562__r7c3.jpg,no,expert,2026-08-23T19:28:21.660689
Duodenum_API5_Male_54_2562__r7c4.jpg,no,expert,2026-08-23T19:28:25.344778
Duodenum_API5_Male_54_2562__r7c5.jpg,yes,expert,2026-08-23T19:28:30.723838
Duodenum_ATP2B1_Female_53_3413__r0c3.jpg,no,expert,2026-08-23T18:26:04.708941
Duodenum_ATP2B1_Female_53_3413__r0c4.jpg,yes,expert,2026-08-23T18:26:34.062463
Duodenum_ATP2B1_Female_53_3413__r0c5.jpg,yes,expert,2026-08-23T18:26:38.043441
Duodenum_ATP2B1_Female_53_3413__r1c1.jpg,no,expert,2026-08-23T18:26:49.795559
Duodenum_ATP2B1_Female_53_3413__r1c2.jpg,no,expert,2026-08-23T18:26:53.609218
Duodenum_ATP2B1_Female_53_3413__r1c3.jpg,no,expert,2026-08-23T18:26:59.125068
Duodenum_ATP2B1_Female_53_3413__r1c4.jpg,no,expert,2026-08-23T18:27:04.341637
Duodenum_ATP2B1_Female_53_3413__r1c5.jpg,yes,expert,2026-08-23T18:27:12.425375
Duodenum_ATP2B1_Female_53_3413__r1c6.jpg,yes,expert,2026-08-23T18:27:19.208326
Duodenum_ATP2B1_Female_53_3413__r2c0.jpg,yes,expert,2026-08-23T18:27:23.061217
Duodenum_ATP2B1_Female_53_3413__r2c1.jpg,no,expert,2026-08-23T18:27:34.526619
Duodenum_ATP2B1_Female_53_3413__r2c2.jpg,no,expert,2026-08-23T18:27:36.876139
Duodenum_ATP2B1_Female_53_3413__r2c3.jpg,no,expert,2026-08-23T18:27:38.768013
Duodenum_ATP2B1_Female_53_3413__r2c4.jpg,no,expert,2026-08-23T18:27:41.108415
Duodenum_ATP2B1_Female_53_3413__r2c5.jpg,no,expert,2026-08-23T18:27:46.892381
Duodenum_ATP2B1_Female_53_3413__r2c6.jpg,yes,expert,2026-08-23T18:27:49.590321
Duodenum_ATP2B1_Female_53_3413__r2c7.jpg,no,expert,2026-08-23T18:27:53.397553
Duodenum_ATP2B1_Female_53_3413__r3c0.jpg,yes,expert,2026-08-23T18:27:55.708053
Duodenum_ATP2B1_Female_53_3413__r3c1.jpg,no,expert,2026-08-23T18:28:08.847045
Duodenum_ATP2B1_Female_53_3413__r3c2.jpg,no,expert,2026-08-23T18:28:11.175487
Duodenum_ATP2B1_Female_53_3413__r3c3.jpg,no,expert,2026-08-23T18:28:12.958235
Duodenum_ATP2B1_Female_53_3413__r3c4.jpg,no,expert,2026-08-23T18:28:16.744456
Duodenum_ATP2B1_Female_53_3413__r3c5.jpg,yes,expert,2026-08-23T18:28:21.289076
Duodenum_ATP2B1_Female_53_3413__r3c6.jpg,yes,expert,2026-08-23T18:28:25.108259
Duodenum_ATP2B1_Female_53_3413__r3c7.jpg,yes,expert,2026-08-23T18:28:29.979053
Duodenum_ATP2B1_Female_53_3413__r4c0.jpg,yes,expert,2026-08-23T18:28:33.073575
Duodenum_ATP2B1_Female_53_3413__r4c1.jpg,no,expert,2026-08-23T18:28:47.157161
Duodenum_ATP2B1_Female_53_3413__r4c2.jpg,no,expert,2026-08-23T18:28:48.872190
Duodenum_ATP2B1_Female_53_3413__r4c3.jpg,no,expert,2026-08-23T18:28:51.426503
Duodenum_ATP2B1_Female_53_3413__r4c4.jpg,no,expert,2026-08-23T18:28:57.374739
Duodenum_ATP2B1_Female_53_3413__r4c5.jpg,no,expert,2026-08-23T18:29:01.925173
Duodenum_ATP2B1_Female_53_3413__r4c6.jpg,no,expert,2026-08-23T18:29:07.057703
Duodenum_ATP2B1_Female_53_3413__r4c7.jpg,yes,expert,2026-08-23T18:29:21.408833
Duodenum_ATP2B1_Female_53_3413__r5c0.jpg,no,expert,2026-08-23T18:29:37.457602
Duodenum_ATP2B1_Female_53_3413__r5c1.jpg,no,expert,2026-08-23T18:29:52.690168
Duodenum_ATP2B1_Female_53_3413__r5c2.jpg,no,expert,2026-08-23T18:29:54.892389
Duodenum_ATP2B1_Female_53_3413__r5c3.jpg,no,expert,2026-08-23T18:29:56.488630
Duodenum_ATP2B1_Female_53_3413__r5c4.jpg,no,expert,2026-08-23T18:30:02.261311
Duodenum_ATP2B1_Female_53_3413__r5c5.jpg,no,expert,2026-08-23T18:30:04.974274
Duodenum_ATP2B1_Female_53_3413__r5c6.jpg,no,expert,2026-08-23T18:30:08.109963
Duodenum_ATP2B1_Female_53_3413__r5c7.jpg,no,expert,2026-08-23T18:30:11.072348
Duodenum_ATP2B1_Female_53_3413__r6c1.jpg,no,expert,2026-08-23T18:30:15.541508
Duodenum_ATP2B1_Female_53_3413__r6c2.jpg,no,expert,2026-08-23T18:30:24.910836
Duodenum_ATP2B1_Female_53_3413__r6c3.jpg,no,expert,2026-08-23T18:30:30.677237
Duodenum_ATP2B1_Female_53_3413__r6c4.jpg,no,expert,2026-08-23T18:30:34.324783
Duodenum_ATP2B1_Female_53_3413__r6c5.jpg,no,expert,2026-08-23T18:30:38.325125
Duodenum_ATP2B1_Female_53_3413__r6c6.jpg,no,expert,2026-08-23T18:30:40.856297
Duodenum_ATP2B1_Female_53_3413__r7c2.jpg,no,expert,2026-08-23T18:30:43.589802
Duodenum_ATP2B1_Female_53_3413__r7c3.jpg,no,expert,2026-08-23T18:30:48.456310
Duodenum_ATP2B1_Female_53_3413__r7c4.jpg,no,expert,2026-08-23T18:30:50.740834
Duodenum_ATP2B1_Female_53_3413__r7c5.jpg,no,expert,2026-08-23T18:30:53.272374
Duodenum_C18orf32_Male_35_3219__r0c3.jpg,no,expert,2026-08-23T20:10:22.519532
Duodenum_C18orf32_Male_35_3219__r0c5.jpg,no,expert,2026-08-23T20:10:26.067240
Duodenum_C18orf32_Male_35_3219__r1c1.jpg,no,expert,2026-08-23T20:10:28.582480
Duodenum_C18orf32_Male_35_3219__r1c2.jpg,no,expert,2026-08-23T20:10:33.412702
Duodenum_C18orf32_Male_35_3219__r1c3.jpg,no,expert,2026-08-23T20:10:42.783042
Duodenum_C18orf32_Male_35_3219__r1c4.jpg,no,expert,2026-08-23T20:10:51.189642
Duodenum_C18orf32_Male_35_3219__r1c5.jpg,no,expert,2026-08-23T20:10:54.081602
Duodenum_C18orf32_Male_35_3219__r1c6.jpg,no,expert,2026-08-23T20:10:59.454278
Duodenum_C18orf32_Male_35_3219__r1c7.jpg,no,expert,2026-08-23T20:11:04.586742
