source_image,donor,label,stage,flash_v2,flash_v5,flash_v6_score,flash_v4,tile_yes,pro_v2,pro_v6_score,unusable_votes
Duodenum_ABCG8_Male_54_2562.jpg,2562,usable,1,usable,usable,10,,,,,
Duodenum_ABHD10_Female_62_3515.jpg,3515,usable,2,usable,usable,2,usable,3,unusable,10,2
Duodenum_ABHD10_Male_35_3219.jpg,3219,unusable,2,unusable,usable,0,unusable,0,unusable,2,6
Duodenum_ABHD10_Male_55_1920.jpg,1920,usable,1,usable,usable,10,,,,,
Duodenum_ABHD18_Female_62_3515.jpg,3515,usable,1,usable,usable,10,,,,,
Duodenum_ABHD18_Female_67_3479.jpg,3479,usable,1,usable,usable,10,,,,,
Duodenum_ABHD18_Male_55_1920.jpg,1920,usable,1,usable,usable,10,,,,,
Duodenum_ABHD2_Female_53_3413.jpg,3413,unusable,2,usable,usable,2,unusable,1,unusable,2,5
Duodenum_ABHD2_Male_66_2329.jpg,2329,usable,1,usable,usable,10,,,,,
Duodenum_ABHD8_Female_62_3515.jpg,3515,unusable,2,unusable,usable,2,unusable,2,unusable,2,5
Duodenum_ABHD8_Male_54_2562.jpg,2562,usable,1,usable,usable,10,,,,,
Duodenum_ABI1_Male_54_2562.jpg,2562,usable,1,usable,usable,10,,,,,
Duodenum_ABR_Female_62_3515.jpg,3515,usable,1,usable,usable,10,,,,,
Duodenum_ABR_Female_67_3479.jpg,3479,usable,1,usable,usable,10,,,,,
Duodenum_ABR_Male_55_1920.jpg,1920,usable,1,usable,usable,10,,,,,
Duodenum_ACAA2_Female_62_3515.jpg,3515,usable,1,usable,usable,10,,,,,
Duodenum_ACAA2_Male_35_3219.jpg,3219,usable,1,usable,usable,10,,,,,
Duodenum_ACAA2_Male_55_1920.jpg,1920,usable,1,usable,usable,10,,,,,
Duodenum_ACACA_Female_62_3515.jpg,3515,usable,1,usable,usable,10,,,,,
Duodenum_ACACA_Female_67_3479.jpg,3479,usable,1,usable,usable,10,,,,,
Duodenum_ACACA_Male_54_2562.jpg,2562,usable,1,usable,usable,10,,,,,
Duodenum_ACACA_Male_59_1961.jpg,1961,usable,2,unusable,usable,2,usable,1,unusable,10,4
Duodenum_ACAD8_Female_62_3515.jpg,3515,usable,1,usable,usable,10,,,,,
Duodenum_ACAD8_Female_67_3479.jpg,3479,usable,2,unusable,usable,8,usable,2,unusable,10,2
Duodenum_ACAD8_Male_55_1920.jpg,1920,usable,1,usable,usable,10,,,,,
Duodenum_ACAD9_Female_62_3515.jpg,3515,usable,1,usable,usable,10,,,,,
Duodenum_ACAD9_Male_35_3219.jpg,3219,usable,1,usable,usable,10,,,,,
Duodenum_ACADM_Male_66_2329.jpg,2329,usable,1,usable,usable,10,,,,,
Duodenum_ACADSB_Male_54_2562.jpg,2562,usable,1,usable,usable,10,,,,,
Duodenum_ACADSB_Male_59_1961.jpg,1961,usable,2,unusable,usable,9,usable,2,usable,10,1
Duodenum_ACADS_Male_54_2562.jpg,2562,usable,1,usable,usable,10,,,,,
Duodenum_ACADVL_Male_54_2562.jpg,2562,usable,1,usable,usable,10,,,,,
Duodenum_ACAP2_Male_35_3219.jpg,3219,usable,1,usable,usable,10,,,,,
Duodenum_ACAP2_Male_55_1920.jpg,1920,unusable,2,unusable,usable,2,unusable,2,unusable,2,5
Duodenum_ACAP3_Female_62_3515.jpg,3515,usable,1,usable,usable,10,,,,,
Duodenum_ACAP3_Female_67_3479.jpg,3479,usable,1,usable,usable,10,,,,,
Duodenum_ACAP3_Male_55_1920.jpg,1920,usable,1,usable,usable,9,,,,,
Duodenum_ACAT1_Female_53_3413.jpg,3413,usable,1,usable,usable,10,,,,,
Duodenum_ACAT1_Male_66_2329.jpg,2329,usable,1,usable,usable,10,,,,,
Duodenum_ACBD3_Male_54_2562.jpg,2562,usable,1,usable,usable,10,,,,,
Duodenum_ACBD4_Female_62_3515.jpg,3515,usable,1,usable,usable,10,,,,,
Duodenum_ACBD4_Female_67_3479.jpg,3479,usable,1,usable,usable,10,,,,,
Duodenum_ACBD4_Male_55_1920.jpg,1920,usable,1,usable,usable,10,,,,,
Duodenum_ACBD5_Male_66_2329.jpg,2329,usable,1,usable,usable,10,,,,,
Duodenum_ACE2_Female_62_3515.jpg,3515,usable,1,usable,usable,10,,,,,
Duodenum_ACO1_Male_54_2562.jpg,2562,usable,1,usable,usable,10,,,,,
Duodenum_ACO2_Male_66_2329.jpg,2329,usable,1,usable,usable,10,,,,,
Duodenum_ACOT8_Male_54_2562.jpg,2562,usable,1,usable,usable,10,,,,,
Duodenum_ACOX1_Male_54_2562.jpg,2562,usable,1,usable,usable,10,,,,,
Duodenum_ACSF2_Male_54_2562.jpg,2562,usable,1,usable,usable,10,,,,,
Duodenum_ACSL1_Female_62_3515.jpg,3515,usable,1,usable,usable,10,,,,,
Duodenum_ACSL1_Female_67_3479.jpg,3479,usable,2,usable,usable,0,usable,3,unusable,10,2
Duodenum_ACSL3_Male_54_2562.jpg,2562,usable,1,usable,usable,10,,,,,
Duodenum_ACSL5_Female_53_3413.jpg,3413,usable,1,usable,usable,10,,,,,
Duodenum_ACSL5_Male_59_1961.jpg,1961,usable,1,usable,usable,10,,,,,
Duodenum_ACSL5_Male_66_2329.jpg,2329,usable,1,usable,usable,9,,,,,
Duodenum_ACSL6_Female_62_3515.jpg,3515,usable,1,usable,usable,9,,,,,
Duodenum_ACSL6_Female_67_3479.jpg,3479,usable,1,usable,usable,10,,,,,
Duodenum_ACSL6_Male_59_1961.jpg,1961,usable,1,usable,usable,9,,,,,
Duodenum_ACTA1_Female_77_195.jpg,195,usable,1,usable,usable,9,,,,,
Duodenum_ACTA2_Female_77_195.jpg,195,usable,1,usable,usable,10,,,,,
Duodenum_ACTBL2_Female_62_3515.jpg,3515,usable,1,usable,usable,8,,,,,
Duodenum_ACTC1_Female_62_3515.jpg,3515,usable,1,usable,usable,8,,,,,
Duodenum_ACTC1_Female_67_3479.jpg,3479,usable,1,usable,usable,10,,,,,
Duodenum_ACTC1_Male_35_3219.jpg,3219,unusable,2,unusable,usable,2,unusable,1,unusable,2,6
Duodenum_ACTC1_Male_55_1920.jpg,1920,usable,1,usable,usable,10,,,,,
Duodenum_ACTG1_Female_62_3515.jpg,3515,usable,1,usable,usable,8,,,,,
Duodenum_ACTG1_Female_67_3479.jpg,3479,usable,1,usable,usable,10,,,,,
Duodenum_ACTG1_Male_55_1920.jpg,1920,usable,1,usable,usable,10,,,,,
Duodenum_ACTG2_Female_62_3515.jpg,3515,usable,1,usable,usable,8,,,,,
Duodenum_ACTG2_Female_67_3479.jpg,3479,usable,1,usable,usable,10,,,,,
Duodenum_ACTG2_Male_55_1920.jpg,1920,usable,1,usable,usable,10,,,,,
Duodenum_ACTL6A_Male_54_2562.jpg,2562,usable,2,usable,usable,2,unusable,2,usable,10,2
Duodenum_ACTN1_Female_53_3413.jpg,3413,usable,1,usable,usable,9,,,,,
Duodenum_ACTN1_Male_66_2329.jpg,2329,usable,1,usable,usable,10,,,,,
Duodenum_ACVR1C_Male_54_2562.jpg,2562,usable,1,usable,usable,10,,,,,
Duodenum_ACVR1C_Male_66_2329.jpg,2329,usable,1,usable,usable,10,,,,,
Duodenum_ACVR2A_Female_62_3515.jpg,3515,unusable,1,unusable,unusable,2,,,,,
Duodenum_ACVR2A_Male_35_3219.jpg,3219,usable,1,usable,usable,10,,,,,
Duodenum_ACVR2A_Male_55_1920.jpg,1920,usable,1,usable,usable,10,,,,,
Duodenum_ACVRL1_Male_54_2562.jpg,2562,usable,1,usable,usable,10,,,,,
Duodenum_ACY3_Female_62_3515.jpg,3515,usable,1,usable,usable,10,,,,,
Duodenum_ACY3_Female_67_3479.jpg,3479,usable,1,usable,usable,10,,,,,
Duodenum_ACY3_Male_35_3219.jpg,3219,usable,2,unusable,usable,2,usable,3,unusable,2,4
Duodenum_ACY3_Male_55_1920.jpg,1920,usable,1,usable,usable,10,,,,,
Duodenum_ACY3_Male_59_1961.jpg,1961,unusable,2,usable,usable,2,unusable,1,unusable,2,5
Duodenum_ADAL_Female_62_3515.jpg,3515,usable,1,usable,usable,10,,,,,
Duodenum_ADAL_Male_35_3219.jpg,3219,usable,1,usable,usable,10,,,,,
Duodenum_ADAL_Male_55_1920.jpg,1920,usable,2,unusable,usable,9,usable,2,unusable,2,3
Duodenum_ADCY4_Female_53_3413.jpg,3413,usable,1,usable,usable,9,,,,,
Duodenum_ADCY4_Male_66_2329.jpg,2329,usable,1,usable,usable,10,,,,,
Duodenum_ADD1_Male_54_2562.jpg,2562,usable,1,usable,usable,10,,,,,
Duodenum_ADD3_Male_54_2562.jpg,2562,usable,1,usable,usable,10,,,,,
Duodenum_ADGRG1_Male_35_3219.jpg,3219,usable,1,usable,usable,4,,,,,
Duodenum_ADGRG1_Male_55_1920.jpg,1920,usable,1,usable,usable,10,,,,,
Duodenum_ADH6_Female_67_3479.jpg,3479,usable,1,usable,usable,10,,,,,
Duodenum_ADH6_Male_59_1961.jpg,1961,unusable,2,usable,unusable,2,usable,1,unusable,2,5
Duodenum_ADM_Female_61_3614.jpg,3614,unusable,1,unusable,unusable,0,,,,,
Duodenum_ADM_Male_54_2562.jpg,2562,usable,1,usable,usable,10,,,,,
Duodenum_ADM_Male_59_1961.jpg,1961,usable,1,usable,usable,10,,,,,
Duodenum_ADORA2A_Female_67_3479.jpg,3479,usable,2,unusable,usable,4,usable,4,unusable,9,2
Duodenum_ADORA2A_Male_59_1961.jpg,1961,unusable,2,unusable,usable,2,unusable,3,unusable,2,5
Duodenum_ADPGK_Female_62_3515.jpg,3515,usable,1,usable,usable,10,,,,,
Duodenum_ADPGK_Female_67_3479.jpg,3479,usable,1,usable,usable,10,,,,,
Duodenum_ADPGK_Male_55_1920.jpg,1920,usable,1,usable,usable,10,,,,,
Duodenum_ADRM1_Female_62_3515.jpg,3515,usable,1,usable,usable,10,,,,,
Duodenum_ADRM1_Female_67_3479.jpg,3479,usable,1,usable,usable,10,,,,,
Duodenum_ADRM1_Male_55_1920.jpg,1920,usable,1,usable,usable,10,,,,,
Duodenum_ADSL_Female_77_195.jpg,195,usable,2,unusable,usable,2,usable,2,unusable,10,3
Duodenum_ADSL_Male_63_1647.jpg,1647,unusable,1,unusable,unusable,0,,,,,
Duodenum_ADSL_Male_73_64.jpg,64,unusable,2,unusable,usable,2,unusable,1,usable,2,5
Duodenum_AFG3L2_Female_53_3413.jpg,3413,usable,1,usable,usable,10,,,,,
Duodenum_AFG3L2_Male_66_2329.jpg,2329,unusable,2,unusable,usable,2,unusable,1,unusable,2,6
Duodenum_AGA_Female_62_3515.jpg,3515,usable,1,usable,usable,10,,,,,
Duodenum_AGA_Male_35_3219.jpg,3219,usable,1,usable,usable,10,,,,,
Duodenum_AGMAT_Female_62_3515.jpg,3515,usable,1,usable,usable,10,,,,,
Duodenum_AGMAT_Male_35_3219.jpg,3219,usable,1,usable,usable,10,,,,,
Duodenum_AGMAT_Male_54_2562.jpg,2562,usable,1,usable,usable,9,,,,,
Duodenum_AGO2_Male_54_2562.jpg,2562,usable,1,usable,usable,10,,,,,
Duodenum_AGPAT1_Female_62_3515.jpg,3515,unusable,2,usable,unusable,2,unusable,0,unusable,2,6
Duodenum_AGPAT1_Female_67_3479.jpg,3479,usable,1,usable,usable,10,,,,,
Duodenum_AGPAT1_Male_59_1961.jpg,1961,usable,1,usable,usable,10,,,,,
Duodenum_AGPAT2_Male_54_2562.jpg,2562,usable,1,usable,usable,9,,,,,
Duodenum_AGR2_Male_54_2562.jpg,2562,usable,1,usable,usable,10,,,,,
Duodenum_AGR3_Female_62_3515.jpg,3515,usable,1,usable,usable,10,,,,,
Duodenum_AGR3_Female_67_3479.jpg,3479,usable,2,unusable,usable,10,unusable,2,unusable,10,3
Duodenum_AGR3_Male_55_1920.jpg,1920,usable,2,usable,usable,2,usable,3,usable,10,1
Duodenum_AGTPBP1_Female_61_3614.jpg,3614,unusable,1,unusable,unusable,0,,,,,
Duodenum_AGTPBP1_Female_62_3515.jpg,3515,usable,1,usable,usable,10,,,,,
Duodenum_AGTPBP1_Female_67_3479.jpg,3479,usable,1,usable,usable,10,,,,,
Duodenum_AGTPBP1_Male_59_1961.jpg,1961,usable,1,usable,usable,10,,,,,
Duodenum_AHNAK_Male_54_2562.jpg,2562,usable,1,usable,usable,9,,,,,
Duodenum_AIP_Female_62_3515.jpg,3515,usable,1,usable,usable,9,,,,,
Duodenum_AIP_Female_67_3479.jpg,3479,usable,2,usable,usable,2,unusable,2,unusable,2,4
Duodenum_AIP_Male_59_1961.jpg,1961,unusable,1,unusable,unusable,2,,,,,
Duodenum_AK2_Male_54_2562.jpg,2562,usable,1,usable,usable,10,,,,,
Duodenum_AK3_Female_62_3515.jpg,3515,usable,1,usable,usable,10,,,,,
Duodenum_AK3_Female_67_3479.jpg,3479,unusable,1,unusable,unusable,2,,,,,
Duodenum_AK3_Male_59_1961.jpg,1961,unusable,2,unusable,usable,,unusable,1,unusable,10,5
Duodenum_AK4_Female_62_3515.jpg,3515,usable,2,unusable,usable,2,usable,3,unusable,10,3
Duodenum_AK4_Male_35_3219.jpg,3219,usable,1,usable,usable,10,,,,,
Duodenum_AK4_Male_55_1920.jpg,1920,usable,1,usable,usable,10,,,,,
Duodenum_AK5_Female_62_3515.jpg,3515,usable,1,usable,usable,10,,,,,
Duodenum_AK5_Female_67_3479.jpg,3479,usable,1,usable,usable,10,,,,,
Duodenum_AK6_Female_53_3413.jpg,3413,usable,1,usable,usable,10,,,,,
Duodenum_AK6_Male_66_2329.jpg,2329,usable,1,usable,usable,10,,,,,
Duodenum_AK7_Male_66_2329.jpg,2329,usable,1,usable,usable,10,,,,,
Duodenum_AK9_Female_62_3515.jpg,3515,usable,1,usable,usable,10,,,,,
Duodenum_AK9_Male_35_3219.jpg,3219,usable,1,usable,usable,10,,,,,
Duodenum_AK9_Male_55_1920.jpg,1920,usable,1,usable,usable,10,,,,,
Duodenum_AKAP13_Male_54_2562.jpg,2562,usable,1,usable,usable,10,,,,,
Duodenum_AKAP17A_Female_62_3515.jpg,3515,unusable,2,unusable,usable,2,unusable,1,unusable,2,6
Duodenum_AKAP17A_Female_67_3479.jpg,3479,usable,1,usable,usable,10,,,,,
Duodenum_AKAP17A_Male_55_1920.jpg,1920,usable,1,usable,usable,10,,,,,
Duodenum_AKAP1_Male_54_2562.jpg,2562,usable,1,usable,usable,10,,,,,
Duodenum_AKAP8_Female_67_3479.jpg,3479,usable,1,usable,usable,10,,,,,
Duodenum_AKAP8_Male_59_1961.jpg,1961,unusable,2,unusable,usable,2,unusable,0,unusable,2,6
Duodenum_AKIRIN1_Female_62_3515.jpg,3515,usable,1,usable,usable,10,,,,,
Duodenum_AKIRIN1_Female_67_3479.jpg,3479,usable,1,usable,usable,9,,,,,
Duodenum_AKIRIN1_Male_55_1920.jpg,1920,usable,1,usable,usable,10,,,,,
Duodenum_AKR1B10_Female_62_3515.jpg,3515,usable,1,usable,usable,10,,,,,
Duodenum_AKR1B10_Female_67_3479.jpg,3479,usable,1,usable,usable,9,,,,,
Duodenum_AKR1B10_Male_59_1961.jpg,1961,unusable,2,unusable,usable,2,unusable,2,unusable,2,5
Duodenum_AKR1C1_Female_61_3614.jpg,3614,unusable,1,unusable,unusable,0,,,,,
Duodenum_AKR1C1_Female_62_3515.jpg,3515,usable,1,usable,usable,10,,,,,
Duodenum_AKR1C1_Male_35_3219.jpg,3219,usable,1,usable,usable,10,,,,,
Duodenum_AKR1C1_Male_55_1920.jpg,1920,usable,1,usable,usable,8,,,,,
Duodenum_AKR1C1_Male_59_1961.jpg,1961,usable,1,usable,usable,10,,,,,
Duodenum_AKR1C3_Male_54_2562.jpg,2562,usable,1,usable,usable,9,,,,,
Duodenum_AKTIP_Female_62_3515.jpg,3515,usable,1,usable,usable,10,,,,,
Duodenum_AKTIP_Male_35_3219.jpg,3219,usable,1,usable,usable,10,,,,,
Duodenum_AKTIP_Male_55_1920.jpg,1920,usable,1,usable,usable,10,,,,,
Duodenum_ALAS1_Male_54_2562.jpg,2562,usable,1,usable,usable,10,,,,,
Duodenum_ALAS1_Male_55_1920.jpg,1920,usable,1,usable,usable,10,,,,,
Duodenum_ALDH1B1_Male_54_2562.jpg,2562,usable,1,usable,usable,10,,,,,
Duodenum_ALDH4A1_Female_53_3413.jpg,3413,usable,1,usable,usable,10,,,,,
Duodenum_ALDH4A1_Male_66_2329.jpg,2329,usable,1,usable,usable,10,,,,,
Duodenum_ALDOB_Female_75_1098.jpg,1098,usable,1,usable,usable,10,,,,,
Duodenum_ALDOB_Male_73_1420.jpg,1420,usable,2,usable,usable,2,unusable,0,unusable,9,4
Duodenum_ALDOB_Male_84_139.jpg,139,usable,1,usable,usable,10,,,,,
Duodenum_ALG12_Female_62_3515.jpg,3515,usable,1,usable,usable,10,,,,,
Duodenum_ALG12_Female_67_3479.jpg,3479,usable,1,usable,usable,10,,,,,
Duodenum_ALG12_Male_55_1920.jpg,1920,usable,1,usable,usable,10,,,,,
Duodenum_ALG13_Male_66_2329.jpg,2329,usable,1,usable,usable,10,,,,,
Duodenum_ALG1_Female_62_3515.jpg,3515,usable,1,usable,usable,10,,,,,
Duodenum_ALG1_Female_67_3479.jpg,3479,usable,1,usable,usable,10,,,,,
Duodenum_ALG1_Male_59_1961.jpg,1961,usable,1,usable,usable,10,,,,,
Duodenum_ALG3_Female_62_3515.jpg,3515,usable,1,usable,usable,10,,,,,
Duodenum_ALG3_Female_67_3479.jpg,3479,usable,1,usable,usable,10,,,,,
Duodenum_ALG3_Male_55_1920.jpg,1920,usable,1,usable,usable,10,,,,,
Duodenum_ALG6_Female_61_3614.jpg,3614,unusable,1,unusable,unusable,2,,,,,
Duodenum_ALG6_Female_62_3515.jpg,3515,usable,1,usable,usable,10,,,,,
Duodenum_ALG6_Male_59_1961.jpg,1961,usable,1,usable,usable,9,,,,,
Duodenum_ALG8_Female_62_3515.jpg,3515,usable,1,usable,usable,10,,,,,
Duodenum_ALG8_Female_67_3479.jpg,3479,usable,1,usable,usable,10,,,,,
Duodenum_ALG8_Male_55_1920.jpg,1920,usable,1,usable,usable,10,,,,,
Duodenum_ALG9_Female_62_3515.jpg,3515,usable,1,usable,usable,9,,,,,
Duodenum_ALG9_Male_35_3219.jpg,3219,usable,1,usable,usable,9,,,,,
Duodenum_ALG9_Male_55_1920.jpg,1920,usable,1,usable,usable,10,,,,,
Duodenum_ALKBH4_Female_62_3515.jpg,3515,usable,1,usable,usable,10,,,,,
Duodenum_ALKBH4_Female_67_3479.jpg,3479,unusable,2,unusable,usable,1,unusable,0,unusable,2,6
Duodenum_ALKBH4_Male_55_1920.jpg,1920,usable,1,usable,usable,10,,,,,
Duodenum_ALKBH5_Male_66_2329.jpg,2329,usable,2,usable,usable,2,unusable,1,usable,9,3
Duodenum_ALMS1_Female_62_3515.jpg,3515,usable,1,usable,usable,10,,,,,
Duodenum_ALMS1_Female_67_3479.jpg,3479,usable,1,usable,usable,9,,,,,
Duodenum_ALMS1_Male_55_1920.jpg,1920,unusable,2,unusable,usable,2,unusable,0,unusable,2,6
Duodenum_ALPG_Male_54_2562.jpg,2562,usable,1,usable,usable,9,,,,,
Duodenum_ALPI_Female_62_3515.jpg,3515,usable,1,usable,usable,10,,,,,
Duodenum_ALPI_Male_35_3219.jpg,3219,usable,1,usable,usable,9,,,,,
Duodenum_ALPI_Male_55_1920.jpg,1920,usable,1,usable,usable,10,,,,,
Duodenum_ALPP_Female_62_3515.jpg,3515,usable,1,usable,usable,9,,,,,
Duodenum_ALPP_Female_67_3479.jpg,3479,usable,1,usable,usable,10,,,,,
Duodenum_ALPP_Male_55_1920.jpg,1920,usable,1,usable,usable,9,,,,,
Duodenum_ALYREF_Male_54_2562.jpg,2562,usable,1,usable,usable,10,,,,,
Duodenum_AMDHD1_Male_35_3219.jpg,3219,unusable,2,usable,usable,0,unusable,1,unusable,2,5
Duodenum_AMDHD1_Male_55_1920.jpg,1920,usable,1,usable,usable,8,,,,,
Duodenum_AMFR_Female_62_3515.jpg,3515,usable,2,usable,usable,2,usable,2,unusable,2,3
Duodenum_AMFR_Male_54_2562.jpg,2562,usable,2,unusable,usable,0,unusable,1,usable,10,4
Duodenum_AMFR_Male_55_1920.jpg,1920,usable,1,usable,usable,10,,,,,
Duodenum_AMIGO2_Female_62_3515.jpg,3515,usable,1,usable,usable,10,,,,,
Duodenum_AMIGO2_Female_67_3479.jpg,3479,usable,1,usable,usable,10,,,,,
Duodenum_AMIGO2_Male_55_1920.jpg,1920,usable,1,usable,usable,10,,,,,
Duodenum_AMN_Female_48_75.jpg,75,usable,2,unusable,usable,2,usable,1,unusable,4,4
Duodenum_AMN_Female_77_195.jpg,195,usable,1,usable,usable,10,,,,,
Duodenum_AMN_Male_63_1647.jpg,1647,unusable,1,unusable,unusable,0,,,,,
Duodenum_AMN_Male_73_64.jpg,64,usable,1,usable,usable,10,,,,,
Duodenum_AMN_Male_84_139.jpg,139,usable,2,unusable,usable,4,unusable,1,usable,9,3
Duodenum_AMPH_Male_54_2562.jpg,2562,usable,1,usable,usable,10,,,,,
Duodenum_AMT_Female_53_3413.jpg,3413,usable,1,usable,usable,10,,,,,
Duodenum_AMT_Male_66_2329.jpg,2329,usable,1,usable,usable,10,,,,,
Duodenum_ANAPC16_Female_62_3515.jpg,3515,usable,1,usable,usable,8,,,,,
Duodenum_ANAPC16_Male_35_3219.jpg,3219,usable,2,usable,usable,0,unusable,0,usable,10,3
Duodenum_ANAPC16_Male_55_1920.jpg,1920,usable,1,usable,usable,10,,,,,
Duodenum_ANAPC1_Female_62_3515.jpg,3515,usable,2,usable,usable,2,unusable,3,unusable,2,4
Duodenum_ANAPC1_Male_35_3219.jpg,3219,usable,1,usable,usable,10,,,,,
Duodenum_ANAPC1_Male_55_1920.jpg,1920,usable,1,usable,usable,10,,,,,
Duodenum_ANKHD1_Male_54_2562.jpg,2562,usable,1,usable,usable,10,,,,,
Duodenum_ANKRA2_Female_61_3614.jpg,3614,unusable,1,unusable,unusable,0,,,,,
Duodenum_ANKRA2_Female_67_3479.jpg,3479,unusable,1,unusable,unusable,2,,,,,
Duodenum_ANKRA2_Male_59_1961.jpg,1961,usable,1,usable,usable,10,,,,,
Duodenum_ANKRD10_Female_62_3515.jpg,3515,unusable,2,unusable,usable,2,usable,1,unusable,2,5
Duodenum_ANKRD10_Male_35_3219.jpg,3219,usable,2,unusable,usable,10,usable,4,unusable,2,3
Duodenum_ANKRD10_Male_55_1920.jpg,1920,usable,1,usable,usable,10,,,,,
Duodenum_ANKRD11_Male_54_2562.jpg,2562,usable,1,usable,usable,10,,,,,
Duodenum_ANKRD12_Female_62_3515.jpg,3515,unusable,1,unusable,unusable,2,,,,,
Duodenum_ANKRD12_Male_35_3219.jpg,3219,usable,2,usable,unusable,10,unusable,2,usable,1,3
Duodenum_ANKRD12_Male_55_1920.jpg,1920,usable,1,usable,usable,10,,,,,
Duodenum_ANKRD26_Female_62_3515.jpg,3515,usable,1,usable,usable,10,,,,,
Duodenum_ANKRD26_Male_35_3219.jpg,3219,usable,1,usable,usable,8,,,,,
Duodenum_ANKRD26_Male_55_1920.jpg,1920,usable,1,usable,usable,10,,,,,
Duodenum_ANKRD37_Female_61_3614.jpg,3614,unusable,2,unusable,usable,0,unusable,0,unusable,2,6
Duodenum_ANKRD37_Female_62_3515.jpg,3515,usable,1,usable,usable,10,,,,,
Duodenum_ANKRD37_Female_67_3479.jpg,3479,usable,1,usable,usable,10,,,,,
Duodenum_ANKRD37_Male_59_1961.jpg,1961,usable,1,usable,usable,10,,,,,
Duodenum_ANKRD39_Female_62_3515.jpg,3515,usable,1,usable,usable,10,,,,,
Duodenum_ANKRD39_Male_35_3219.jpg,3219,usable,1,usable,usable,9,,,,,
Duodenum_ANKRD39_Male_55_1920.jpg,1920,usable,1,usable,usable,10,,,,,
Duodenum_ANKRD40_Male_54_2562.jpg,2562,usable,1,usable,usable,10,,,,,
Duodenum_ANKRD46_Male_54_2562.jpg,2562,usable,1,usable,usable,10,,,,,
Duodenum_ANKRD49_Female_62_3515.jpg,3515,usable,1,usable,usable,10,,,,,
Duodenum_ANKRD49_Male_35_3219.jpg,3219,usable,2,unusable,usable,0,unusable,2,unusable,10,4
Duodenum_ANKRD49_Male_55_1920.jpg,1920,usable,1,usable,usable,10,,,,,
Duodenum_ANKS4B_Female_62_3515.jpg,3515,usable,1,usable,usable,10,,,,,
Duodenum_ANKS4B_Male_35_3219.jpg,3219,usable,1,usable,usable,10,,,,,
Duodenum_ANKS4B_Male_55_1920.jpg,1920,usable,1,usable,usable,10,,,,,
Duodenum_ANLN_Female_62_3515.jpg,3515,usable,1,usable,usable,10,,,,,
Duodenum_ANLN_Female_67_3479.jpg,3479,usable,1,usable,usable,10,,,,,
Duodenum_ANLN_Male_59_1961.jpg,1961,unusable,2,unusable,usable,0,unusable,3,unusable,2,5
Duodenum_ANO10_Female_62_3515.jpg,3515,usable,1,usable,usable,10,,,,,
Duodenum_ANO10_Female_67_3479.jpg,3479,usable,1,usable,usable,10,,,,,
