source_image,label,donor,raw
Duodenum_ACVR2A_Male_55_1920.jpg,usable,1920,usable
Duodenum_ACVRL1_Male_54_2562.jpg,usable,2562,usable
Duodenum_ACY3_Female_62_3515.jpg,usable,3515,usable
Duodenum_ACY3_Female_67_3479.jpg,usable,3479,usable
Duodenum_ACY3_Male_35_3219.jpg,unusable,3219,unusable
Duodenum_ACY3_Male_55_1920.jpg,usable,1920,usable
Duodenum_ACY3_Male_59_1961.jpg,usable,1961,usable
Duodenum_ADAL_Female_62_3515.jpg,usable,3515,usable
Duodenum_ADAL_Male_35_3219.jpg,usable,3219,usable
Duodenum_ADAL_Male_55_1920.jpg,unusable,1920,unusable
Duodenum_ADCY4_Female_53_3413.jpg,usable,3413,usable
Duodenum_ADCY4_Male_66_2329.jpg,usable,2329,usable
Duodenum_ADD1_Male_54_2562.jpg,usable,2562,usable
Duodenum_ADD3_Male_54_2562.jpg,usable,2562,usable
Duodenum_ADGRG1_Male_35_3219.jpg,usable,3219,usable
Duodenum_ADGRG1_Male_55_1920.jpg,usable,1920,usable
Duodenum_ADH6_Female_67_3479.jpg,usable,3479,usable
Duodenum_ADH6_Male_59_1961.jpg,usable,1961,usable
Duodenum_ADM_Female_61_3614.jpg,unusable,3614,unusable
Duodenum_ADM_Male_54_2562.jpg,usable,2562,usable
Duodenum_ADM_Male_59_1961.jpg,usable,1961,usable
Duodenum_ADORA2A_Female_67_3479.jpg,unusable,3479,unusable
Duodenum_ADORA2A_Male_59_1961.jpg,unusable,1961,unusable
Duodenum_ADPGK_Female_62_3515.jpg,usable,3515,usable
Duodenum_ADPGK_Female_67_3479.jpg,usable,3479,usable
Duodenum_ADPGK_Male_55_1920.jpg,usable,1920,usable
Duodenum_ADRM1_Female_62_3515.jpg,usable,3515,usable
Duodenum_ADRM1_Female_67_3479.jpg,usable,3479,usable
Duodenum_ADRM1_Male_55_1920.jpg,usable,1920,usable
Duodenum_ADSL_Female_77_195.jpg,unusable,195,unusable
Duodenum_ADSL_Male_63_1647.jpg,unusable,1647,unusable
Duodenum_ADSL_Male_73_64.jpg,unusable,64,unusable
Duodenum_AFG3L2_Female_53_3413.jpg,usable,3413,usable
Duodenum_AFG3L2_Male_66_2329.jpg,unusable,2329,unusable
Duodenum_AGA_Female_62_3515.jpg,usable,3515,usable
Duodenum_AGA_Male_35_3219.jpg,usable,3219,usable
Duodenum_AGMAT_Female_62_3515.jpg,usable,3515,usable
Duodenum_AGMAT_Male_35_3219.jpg,usable,3219,usable
Duodenum_AGMAT_Male_54_2562.jpg,usable,2562,usable
Duodenum_AGO2_Male_54_2562.jpg,usable,2562,usable
Duodenum_AGPAT1_Female_62_3515.jpg,usable,3515,usable
Duodenum_AGPAT1_Female_67_3479.jpg,usable,3479,usable
Duodenum_AGPAT1_Male_59_1961.jpg,usable,1961,usable
Duodenum_AGPAT2_Male_54_2562.jpg,usable,2562,usable
Duodenum_AGR2_Male_54_2562.jpg,usable,2562,usable
Duodenum_AGR3_Female_62_3515.jpg,usable,3515,usable
Duodenum_AGR3_Female_67_3479.jpg,unusable,3479,unusable
Duodenum_AGR3_Male_55_1920.jpg,usable,1920,usable
Duodenum_AGTPBP1_Female_61_3614.jpg,unusable,3614,unusable
Duodenum_AGTPBP1_Female_62_3515.jpg,usable,3515,usable
Duodenum_AGTPBP1_Female_67_3479.jpg,usable,3479,usable
Duodenum_AGTPBP1_Male_59_1961.jpg,usable,1961,usable
Duodenum_AHNAK_Male_54_2562.jpg,usable,2562,usable
Duodenum_AIP_Female_62_3515.jpg,usable,3515,usable
Duodenum_AIP_Female_67_3479.jpg,usable,3479,usable
Duodenum_AIP_Male_59_1961.jpg,unusable,1961,unusable
Duodenum_AK2_Male_54_2562.jpg,usable,2562,usable
Duodenum_AK3_Female_62_3515.jpg,usable,3515,usable
Duodenum_AK3_Female_67_3479.jpg,unusable,3479,unusable
Duodenum_AK3_Male_59_1961.jpg,unusable,1961,unusable
Duodenum_AK4_Female_62_3515.jpg,unusable,3515,unusable
Duodenum_AK4_Male_35_3219.jpg,usable,3219,usable
Duodenum_AK4_Male_55_1920.jpg,usable,1920,usable
Duodenum_AK5_Female_62_3515.jpg,usable,3515,usable
Duodenum_AK5_Female_67_3479.jpg,usable,3479,usable
Duodenum_AK6_Female_53_3413.jpg,usable,3413,usable
Duodenum_AK6_Male_66_2329.jpg,usable,2329,usable
Duodenum_AK7_Male_66_2329.jpg,usable,2329,usable
Duodenum_AK9_Female_62_3515.jpg,usable,3515,usable
Duodenum_AK9_Male_35_3219.jpg,usable,3219,usable
Duodenum_AK9_Male_55_1920.jpg,usable,1920,usable
Duodenum_AKAP13_Male_54_2562.jpg,usable,2562,usable
Duodenum_AKAP17A_Female_62_3515.jpg,unusable,3515,unusable
Duodenum_AKAP17A_Female_67_3479.jpg,usable,3479,usable
Duodenum_AKAP17A_Male_55_1920.jpg,usable,1920,usable
Duodenum_AKAP1_Male_54_2562.jpg,usable,2562,usable
Duodenum_AKAP8_Female_67_3479.jpg,usable,3479,usable
Duodenum_AKAP8_Male_59_1961.jpg,unusable,1961,unusable
Duodenum_AKIRIN1_Female_62_3515.jpg,usable,3515,usable
Duodenum_AKIRIN1_Female_67_3479.jpg,usable,3479,usable
Duodenum_AKIRIN1_Male_55_1920.jpg,usable,1920,usable
Duodenum_AKR1B10_Female_62_3515.jpg,usable,3515,usable
Duodenum_AKR1B10_Female_67_3479.jpg,usable,3479,usable
Duodenum_AKR1B10_Male_59_1961.jpg,unusable,1961,unusable
Duodenum_AKR1C1_Female_61_3614.jpg,unusable,3614,unusable
Duodenum_AKR1C1_Female_62_3515.jpg,usable,3515,usable
Duodenum_AKR1C1_Male_35_3219.jpg,usable,3219,usable
Duodenum_AKR1C1_Male_55_1920.jpg,usable,1920,usable
Duodenum_AKR1C1_Male_59_1961.jpg,usable,1961,usable
Duodenum_AKR1C3_Male_54_2562.jpg,usable,2562,usable
Duodenum_AKTIP_Female_62_3515.jpg,usable,3515,usable
Duodenum_AKTIP_Male_35_3219.jpg,usable,3219,usable
Duodenum_AKTIP_Male_55_1920.jpg,usable,1920,usable
Duodenum_ALAS1_Male_54_2562.jpg,usable,2562,usable
Duodenum_ALAS1_Male_55_1920.jpg,usable,1920,usable
Duodenum_ALDH1B1_Male_54_2562.jpg,usable,2562,usable
Duodenum_ALDH4A1_Female_53_3413.jpg,usable,3413,usable
Duodenum_ALDH4A1_Male_66_2329.jpg,usable,2329,usable
Duodenum_ALDOB_Female_75_1098.jpg,usable,1098,usable
Duodenum_ALDOB_Male_73_1420.jpg,usable,1420,usable
Duodenum_ALDOB_Male_84_139.jpg,usable,139,usable
Duodenum_ALG12_Female_62_3515.jpg,usable,3515,usable
Duodenum_ALG12_Female_67_3479.jpg,usable,3479,usable
Duodenum_ALG12_Male_55_1920.jpg,usable,1920,usable
Duodenum_ALG13_Male_66_2329.jpg,usable,2329,usable
Duodenum_ALG1_Female_62_3515.jpg,usable,3515,usable
Duodenum_ALG1_Female_67_3479.jpg,usable,3479,usable
Duodenum_ALG1_Male_59_1961.jpg,usable,1961,usable
Duodenum_ALG3_Female_62_3515.jpg,usable,3515,usable
Duodenum_ALG3_Female_67_3479.jpg,usable,3479,usable
Duodenum_ALG3_Male_55_1920.jpg,usable,1920,usable
Duodenum_ALG6_Female_61_3614.jpg,unusable,3614,unusable
Duodenum_ALG6_Female_62_3515.jpg,usable,3515,usable
Duodenum_ALG6_Male_59_1961.jpg,usable,1961,usable
Duodenum_ALG8_Female_62_3515.jpg,usable,3515,usable
Duodenum_ALG8_Female_67_3479.jpg,usable,3479,usable
Duodenum_ALG8_Male_55_1920.jpg,usable,1920,usable
Duodenum_ALG9_Female_62_3515.jpg,usable,3515,usable
Duodenum_ALG9_Male_35_3219.jpg,usable,3219,usable
Duodenum_ALG9_Male_55_1920.jpg,usable,1920,usable
Duodenum_ALKBH4_Female_62_3515.jpg,usable,3515,usable
Duodenum_ALKBH4_Female_67_3479.jpg,unusable,3479,unusable
Duodenum_ALKBH4_Male_55_1920.jpg,usable,1920,usable
Duodenum_ALKBH5_Male_66_2329.jpg,usable,2329,usable
Duodenum_ALMS1_Female_62_3515.jpg,usable,3515,usable
Duodenum_ALMS1_Female_67_3479.jpg,usable,3479,usable
Duodenum_ALMS1_Male_55_1920.jpg,unusable,1920,unusable
Duodenum_ALPG_Male_54_2562.jpg,usable,2562,usable
Duodenum_ALPI_Female_62_3515.jpg,usable,3515,usable
Duodenum_ALPI_Male_35_3219.jpg,usable,3219,usable
Duodenum_ALPI_Male_55_1920.jpg,usable,1920,usable
Duodenum_ALPP_Female_62_3515.jpg,usable,3515,usable
Duodenum_ALPP_Female_67_3479.jpg,usable,3479,usable
Duodenum_ALPP_Male_55_1920.jpg,usable,1920,usable
Duodenum_ALYREF_Male_54_2562.jpg,usable,2562,usable
Duodenum_AMDHD1_Male_35_3219.jpg,usable,3219,usable
Duodenum_AMDHD1_Male_55_1920.jpg,usable,1920,usable
Duodenum_AMFR_Female_62_3515.jpg,usable,3515,usable
Duodenum_AMFR_Male_54_2562.jpg,unusable,2562,unusable
Duodenum_AMFR_Male_55_1920.jpg,usable,1920,usable
Duodenum_AMIGO2_Female_62_3515.jpg,usable,3515,usable
Duodenum_AMIGO2_Female_67_3479.jpg,usable,3479,usable
Duodenum_AMIGO2_Male_55_1920.jpg,usable,1920,usable
Duodenum_AMN_Female_48_75.jpg,unusable,75,unusable
Duodenum_AMN_Female_77_195.jpg,usable,195,usable
Duodenum_AMN_Male_63_1647.jpg,unusable,1647,unusable
Duodenum_AMN_Male_73_64.jpg,usable,64,usable
Duodenum_AMN_Male_84_139.jpg,unusable,139,unusable
Duodenum_AMPH_Male_54_2562.jpg,usable,2562,usable
Duodenum_AMT_Female_53_3413.jpg,usable,3413,usable
Duodenum_AMT_Male_66_2329.jpg,usable,2329,usable
Duodenum_ANAPC16_Female_62_3515.jpg,usable,3515,usable
Duodenum_ANAPC16_Male_35_3219.jpg,usable,3219,usable
Duodenum_ANAPC16_Male_55_1920.jpg,usable,1920,usable
Duodenum_ANAPC1_Female_62_3515.jpg,usable,3515,usable
Duodenum_ANAPC1_Male_35_3219.jpg,usable,3219,usable
Duodenum_ANAPC1_Male_55_1920.jpg,usable,1920,usable
Duodenum_ANKHD1_Male_54_2562.jpg,usable,2562,usable
Duodenum_ANKRA2_Female_61_3614.jpg,unusable,3614,unusable
Duodenum_ANKRA2_Female_67_3479.jpg,unusable,3479,unusable
Duodenum_ANKRA2_Male_59_1961.jpg,usable,1961,usable
Duodenum_ANKRD10_Female_62_3515.jpg,unusable,3515,unusable
Duodenum_ANKRD10_Male_35_3219.jpg,unusable,3219,unusable
Duodenum_ANKRD10_Male_55_1920.jpg,usable,1920,usable
Duodenum_ANKRD11_Male_54_2562.jpg,usable,2562,usable
Duodenum_ANKRD12_Female_62_3515.jpg,unusable,3515,unusable
Duodenum_ANKRD12_Male_35_3219.jpg,usable,3219,usable
Duodenum_ANKRD12_Male_55_1920.jpg,usable,1920,usable
Duodenum_ANKRD26_Female_62_3515.jpg,usable,3515,usable
Duodenum_ANKRD26_Male_35_3219.jpg,usable,3219,usable
Duodenum_ANKRD26_Male_55_1920.jpg,usable,1920,usable
Duodenum_ANKRD37_Female_61_3614.jpg,unusable,3614,unusable
Duodenum_ANKRD37_Female_62_3515.jpg,usable,3515,usable
Duodenum_ANKRD37_Female_67_3479.jpg,usable,3479,usable
Duodenum_ANKRD37_Male_59_1961.jpg,usable,1961,usable
Duodenum_ANKRD39_Female_62_3515.jpg,usable,3515,usable
Duodenum_ANKRD39_Male_35_3219.jpg,usable,3219,usable
Duodenum_ANKRD39_Male_55_1920.jpg,usable,1920,usable
Duodenum_ANKRD40_Male_54_2562.jpg,usable,2562,usable
Duodenum_ANKRD46_Male_54_2562.jpg,usable,2562,usable
Duodenum_ANKRD49_Female_62_3515.jpg,usable,3515,usable
Duodenum_ANKRD49_Male_35_3219.jpg,unusable,3219,unusable
Duodenum_ANKRD49_Male_55_1920.jpg,usable,1920,usable
Duodenum_ANKS4B_Female_62_3515.jpg,usable,3515,usable
Duodenum_ANKS4B_Male_35_3219.jpg,usable,3219,usable
Duodenum_ANKS4B_Male_55_1920.jpg,usable,1920,usable
Duodenum_ANLN_Female_62_3515.jpg,usable,3515,usable
Duodenum_ANLN_Female_67_3479.jpg,usable,3479,usable
Duodenum_ANLN_Male_59_1961.jpg,unusable,1961,unusable
Duodenum_ANO10_Female_62_3515.jpg,usable,3515,usable
Duodenum_ANO10_Female_67_3479.jpg,usable,3479,usable
Duodenum_ANO10_Male_55_1920.jpg,usable,1920,usable
Duodenum_ANO6_Female_62_3515.jpg,usable,3515,usable
Duodenum_ANO6_Male_35_3219.jpg,usable,3219,usable
Duodenum_ANO6_Male_55_1920.jpg,usable,1920,usable
Duodenum_ANPEP_Male_66_2329.jpg,usable,2329,usable
Duodenum_ANXA13_Female_67_3479.jpg,usable,3479,usable
Duodenum_ANXA13_Male_59_1961.jpg,unusable,1961,unusable
Duodenum_ANXA9_Female_62_3515.jpg,unusable,3515,unusable
Duodenum_ANXA9_Male_35_3219.jpg,usable,3219,usable
Duodenum_ANXA9_Male_54_2562.jpg,usable,2562,usable
Duodenum_AP1G1_Male_54_2562.jpg,usable,2562,usable
Duodenum_AP1G2_Male_66_2329.jpg,usable,2329,usable
Duodenum_AP3B2_Female_62_3515.jpg,usable,3515,usable
Duodenum_AP3B2_Female_67_3479.jpg,usable,3479,usable
Duodenum_AP3B2_Male_55_1920.jpg,usable,1920,usable
Duodenum_AP4B1_Female_62_3515.jpg,usable,3515,usable
Duodenum_AP4B1_Male_35_3219.jpg,usable,3219,usable
Duodenum_AP4B1_Male_55_1920.jpg,usable,1920,usable
Duodenum_AP4S1_Female_62_3515.jpg,usable,3515,usable
Duodenum_AP4S1_Male_35_3219.jpg,usable,3219,usable
Duodenum_AP5Z1_Female_62_3515.jpg,usable,3515,usable
Duodenum_AP5Z1_Male_35_3219.jpg,usable,3219,usable
Duodenum_AP5Z1_Male_55_1920.jpg,unusable,1920,unusable
Duodenum_APBA2_Female_62_3515.jpg,usable,3515,usable
Duodenum_APBA2_Male_35_3219.jpg,unusable,3219,unusable
Duodenum_APBA2_Male_55_1920.jpg,usable,1920,usable
Duodenum_APBB3_Female_67_3479.jpg,usable,3479,usable
Duodenum_APBB3_Male_59_1961.jpg,unusable,1961,unusable
Duodenum_APC_Female_61_3614.jpg,unusable,3614,unusable
Duodenum_APC_Female_62_3515.jpg,usable,3515,usable
Duodenum_APC_Female_67_3479.jpg,usable,3479,usable
Duodenum_APC_Male_59_1961.jpg,usable,1961,usable
Duodenum_APEX1_Male_66_2329.jpg,usable,2329,usable
Duodenum_APH1A_Male_35_3219.jpg,usable,3219,usable
Duodenum_APH1A_Male_55_1920.jpg,usable,1920,usable
Duodenum_API5_Male_54_2562.jpg,unusable,2562,unusable
Duodenum_APIP_Male_35_3219.jpg,usable,3219,usable
Duodenum_APIP_Male_55_1920.jpg,usable,1920,usable
Duodenum_APLP2_Female_62_3515.jpg,usable,3515,usable
Duodenum_APLP2_Male_35_3219.jpg,usable,3219,usable
Duodenum_APOA4_Female_62_3515.jpg,usable,3515,usable
Duodenum_APOA4_Female_67_3479.jpg,usable,3479,usable
Duodenum_APOA4_Male_59_1961.jpg,usable,1961,usable
Duodenum_APOBR_Female_62_3515.jpg,usable,3515,usable
Duodenum_APOBR_Male_35_3219.jpg,usable,3219,usable
Duodenum_APOBR_Male_55_1920.jpg,usable,1920,usable
Duodenum_APOC3_Female_61_3614.jpg,unusable,3614,unusable
Duodenum_APOC3_Female_62_3515.jpg,usable,3515,usable
Duodenum_APOC3_Female_67_3479.jpg,usable,3479,usable
Duodenum_APOC3_Male_59_1961.jpg,usable,1961,usable
Duodenum_APOO_Male_54_2562.jpg,usable,2562,usable
Duodenum_APPBP2_Female_62_3515.jpg,usable,3515,usable
Duodenum_APPL2_Female_62_3515.jpg,usable,3515,usable
Duodenum_APPL2_Male_35_3219.jpg,usable,3219,usable
Duodenum_APPL2_Male_55_1920.jpg,usable,1920,usable
Duodenum_APTX_Female_67_3479.jpg,usable,3479,usable
Duodenum_APTX_Male_59_1961.jpg,usable,1961,usable
Duodenum_AQP10_Female_62_3515.jpg,usable,3515,usable
Duodenum_AQP10_Female_67_3479.jpg,usable,3479,usable
Duodenum_AQP10_Male_59_1961.jpg,usable,1961,usable
Duodenum_AQP1_Female_48_75.jpg,unusable,75,unusable
Duodenum_AQP1_Female_77_195.jpg,unusable,195,unusable
Duodenum_AQP1_Male_63_1647.jpg,unusable,1647,unusable
Duodenum_AQP1_Male_79_2650.jpg,usable,2650,usable
Duodenum_AQP1_Male_84_139.jpg,usable,139,usable
Duodenum_AQP3_Female_62_3515.jpg,unusable,3515,unusable
Duodenum_AQP3_Female_67_3479.jpg,usable,3479,usable
Duodenum_AQP3_Male_59_1961.jpg,usable,1961,usable
Duodenum_ARAF_Female_62_3515.jpg,unusable,3515,unusable
Duodenum_ARAF_Female_67_3479.jpg,usable,3479,usable
Duodenum_ARAF_Male_59_1961.jpg,usable,1961,usable
Duodenum_ARF1_Male_54_2562.jpg,usable,2562,usable
Duodenum_ARFGEF1_Male_54_2562.jpg,usable,2562,usable
Duodenum_ARFIP1_Male_66_2329.jpg,usable,2329,usable
Duodenum_ARFRP1_Female_62_3515.jpg,usable,3515,usable
Duodenum_ARFRP1_Female_67_3479.jpg,usable,3479,usable
Duodenum_ARFRP1_Male_55_1920.jpg,unusable,1920,unusable
Duodenum_ARG2_Female_48_75.jpg,usable,75,usable
Duodenum_ARG2_Female_77_195.jpg,usable,195,usable
Duodenum_ARG2_Male_63_1647.jpg,unusable,1647,unusable
Duodenum_ARG2_Male_73_64.jpg,usable,64,usable
Duodenum_ARG2_Male_84_139.jpg,unusable,139,unusable
Duodenum_ARGLU1_Female_62_3515.jpg,usable,3515,usable
Duodenum_ARGLU1_Male_35_3219.jpg,unusable,3219,unusable
Duodenum_ARGLU1_Male_55_1920.jpg,usable,1920,usable
Duodenum_ARHGAP12_Female_62_3515.jpg,usable,3515,usable
Duodenum_ARHGAP12_Male_54_2562.jpg,usable,2562,usable
Duodenum_ARHGAP18_Female_62_3515.jpg,usable,3515,usable
Duodenum_ARHGAP18_Male_35_3219.jpg,usable,3219,usable
Duodenum_ARHGAP18_Male_54_2562.jpg,usable,2562,usable
Duodenum_ARHGAP31_Male_54_2562.jpg,usable,2562,usable
Duodenum_ARHGAP32_Female_67_3479.jpg,usable,3479,usable
Duodenum_ARHGAP32_Male_59_1961.jpg,usable,1961,usable
Duodenum_ARHGAP42_Female_62_3515.jpg,usable,3515,usable
Duodenum_ARHGAP42_Female_67_3479.jpg,usable,3479,usable
Duodenum_ARHGAP42_Male_35_3219.jpg,usable,3219,usable
Duodenum_ARHGAP42_Male_55_1920.jpg,usable,1920,usable
Duodenum_ARHGAP42_Male_59_1961.jpg,usable,1961,usable
Duodenum_ARHGAP6_Female_62_3515.jpg,usable,3515,usable
Duodenum_ARHGAP6_Female_67_3479.jpg,usable,3479,usable
Duodenum_ARHGAP6_Male_59_1961.jpg,usable,1961,usable
Duodenum_ARHGAP8_Female_62_3515.jpg,unusable,3515,unusable
Duodenum_ARHGAP8_Female_67_3479.jpg,usable,3479,usable
Duodenum_ARHGAP8_Male_59_1961.jpg,unusable,1961,unusable
Duodenum_ARHGEF10L_Male_54_2562.jpg,usable,2562,usable
Duodenum_ARHGEF11_Male_54_2562.jpg,usable,2562,usable
Duodenum_ARHGEF16_Male_54_2562.jpg,usable,2562,usable
Duodenum_ARHGEF5_Male_54_2562.jpg,usable,2562,usable
Duodenum_ARIH1_Female_62_3515.jpg,usable,3515,usable
Duodenum_ARIH1_Female_67_3479.jpg,usable,3479,usable
Duodenum_ARIH1_Male_59_1961.jpg,usable,1961,usable
Duodenum_ARIH1_Male_66_2329.jpg,unusable,2329,unusable
Duodenum_ARL15_Female_62_3515.jpg,usable,3515,usable
Duodenum_ARL15_Female_67_3479.jpg,usable,3479,usable
Duodenum_ARL15_Male_55_1920.jpg,usable,1920,usable
Duodenum_ARL16_Female_62_3515.jpg,usable,3515,usable
Duodenum_ARL16_Male_35_3219.jpg,usable,3219,usable
Duodenum_ARL17A_Female_62_3515.jpg,usable,3515,usable
Duodenum_ARL17A_Female_67_3479.jpg,usable,3479,usable
Duodenum_ARL17A_Male_55_1920.jpg,usable,1920,usable
Duodenum_ARL17B_Female_62_3515.jpg,usable,3515,usable
Duodenum_ARL17B_Female_67_3479.jpg,usable,3479,usable
Duodenum_ARL17B_Male_55_1920.jpg,usable,1920,usable
Duodenum_ARL1_Female_62_3515.jpg,usable,3515,usable
